"gene_symbol","log_fc_with_age","fdr_with_age","log_fc_without_age","fdr_without_age"
"ACMSD",-4.5242967246242,0.0339258113759447,-4.27480492038289,0.0863088641803276
"ACO1",-0.815287198076579,0.0183751049289291,-0.814430660066902,0.0492181571789605
"ACO2",-0.691556092676396,0.242670398153567,-0.634615674466502,0.336782273740442
"ACOT11",-0.025341647373887,0.964177137269722,-0.0636533986165859,0.913762066723051
"ACOT13",-1.68878069298399,0.0479750254330347,-1.5937215564549,0.104403308129657
"ACOT7",-0.774474685225334,0.202174456773027,-0.761329275258321,0.226082815453203
"ACOT8",0.222908474530954,0.384203194049625,0.213345660981505,0.428513939596038
"ACOT9",0.247828116686299,0.237217858388342,0.240064535191467,0.277754714164498
"ACOX1",-0.38470388214018,0.0693987380209455,-0.373553005624564,0.105254310503865
"ACOX2",-3.78241259742084,0.0236644314272055,-3.48787031800711,0.0943787082194986
"ACOX3",-2.18990497183527,0.0140471024482775,-2.1028340045469,0.0492181571789605
"ACP1",-0.518703404954816,0.0604214813493559,-0.489599385914406,0.118744066150201
"ACP2",0.0485559252838526,0.832335787663921,0.0153509810869741,0.96287536436712
"ACP3",0.509268754251244,0.351036662057374,0.517028950996026,0.3564408219577
"ACP5",1.03172953653722,0.0980279086316726,0.939253778885793,0.210631963951609
"ACP6",-1.16523049332918,0.0446788328826687,-1.10227786410415,0.0980428609930145
