"gene_symbol","direction","module","retained"
"TM7SF3","down","2",FALSE
"IDH1","down","6",FALSE
"AASS","down","5",FALSE
"TENM4","down","2",FALSE
"MME","down","8",FALSE
"HSPA9","down","4",FALSE
"RAB29","down","3",FALSE
"RIDA","down","3",FALSE
"COBL","down","7",FALSE
"F13B","down","3",FALSE
"MECR","down","4",FALSE
"COPS2","down","5",FALSE
"FOLR1","down","6",FALSE
"SLC7A7","down","9",FALSE
"RAVER2","down","7",FALSE
"KCNK5","down","1",FALSE
"GRAMD1B","down","2",FALSE
"LAMTOR3","down","5",FALSE
"EPB41L4B","down","2",FALSE
"PROC","down","7",FALSE
"AMACR","down","3",FALSE
"SLC12A3","down","9",FALSE
"SEMA4G","down","2",FALSE
"OPTN","down","1",FALSE
"PEPD","down","6",FALSE
"GLIS2","down","7",FALSE
"MPP2","down","3",FALSE
"AK2","down","4",FALSE
"PPM1L","down","5",FALSE
"TENM1","down","7",FALSE
"UQCRC2","down","4",FALSE
"ACSL5","down","1",FALSE
"CLIC5","down","3",FALSE
"CR1L","down","2",FALSE
"DPP4","down","8",FALSE
"DENND11","down","5",FALSE
"RGN","down","3",FALSE
"LOC123385878","down","9",FALSE
"TRABD2B","down","4",FALSE
"SMIM24","down","1",FALSE
"ARHGAP28","down","2",FALSE
"SLITRK4","down","10",FALSE
"NIPSNAP2","down","7",FALSE
"TESK2","down","7",FALSE
"SLC34A3","down","1",FALSE
"HADHB","down","2",FALSE
"LRP2","down","3",FALSE
"CARNMT1","down","5",FALSE
"DDIT4L","down","10",FALSE
"HSPD1","down","3",FALSE
"EPHX2","down","9",FALSE
"SELENBP1","down","1",FALSE
"OVOL2","down","9",FALSE
"PRDX6","down","4",FALSE
"B4GAT1","down","8",FALSE
"NUDT13","down","8",FALSE
"AMN","down","1",FALSE
"DIO1","down","3",FALSE
"HSD17B6","down","1",FALSE
"GUCD1","down","6",FALSE
"HDGF","down","9",FALSE
"ACAT1","down","1",FALSE
"ACSM3","down","3",FALSE
"LOC101099779","down","8",FALSE
"ZYG11B","down","2",FALSE
"ENPP6","down","1",FALSE
"HSD11B1","down","1",FALSE
"DLG3","down","2",FALSE
"BCKDHB","down","3",FALSE
"MCEE","down","4",FALSE
"WDR72","down","8",FALSE
"LOC105259628","down","1",FALSE
"KLK1","down","6",FALSE
"CALB1","down","1",FALSE
"MGAM","down","2",FALSE
"PMPCB","down","4",FALSE
"NELFCD","down","9",FALSE
"VTN","down","4",FALSE
"JSRP1","down","1",FALSE
"SLC22A1","down","1",FALSE
"DLST","down","4",FALSE
"SSTR2","down","7",FALSE
"IMMP2L","down","9",FALSE
"TTC36","down","4",FALSE
"RNF128","down","2",FALSE
"PINK1","down","4",FALSE
"CCDC93","down","2",FALSE
"ABHD15","down","3",FALSE
"SLC25A48","down","1",FALSE
"AFTPH","down","5",FALSE
"SLC23A1","down","8",FALSE
"DPYS","down","1",FALSE
"NUDT7","down","1",FALSE
"SUCLG2","down","2",FALSE
"ASIC4","down","3",FALSE
"CRYZ","down","2",FALSE
"BDH1","down","7",FALSE
"REV1","down","7",FALSE
"TMEM184C","down","5",FALSE
"TDRD7","down","7",FALSE
"PITX2","down","3",FALSE
"LOC101091113","down","1",FALSE
"CCNG1","down","10",FALSE
"ARHGAP24","down","7",FALSE
"PCDH15","down","6",FALSE
"HGD","down","1",FALSE
"SORD","down","3",FALSE
"KCNA2","down","6",FALSE
"ALDH7A1","down","3",FALSE
"RAB40B","down","6",FALSE
"DAB2","down","6",FALSE
"STX3","down","8",FALSE
"CPOX","down","8",FALSE
"FAAH","down","1",FALSE
"PNPLA3","down","1",FALSE
"GPHN","down","2",FALSE
"ECHS1","down","1",FALSE
"WASHC5","down","5",FALSE
"SLC34A1","down","1",FALSE
"SGK2","down","4",FALSE
"KCNN2","down","3",FALSE
"SUCLG1","down","4",FALSE
"ENPEP","down","6",FALSE
"LOC101092274","down","3",FALSE
"SHMT2","down","1",FALSE
"CDH2","down","10",FALSE
"DNAJC28","down","5",FALSE
"GHITM","down","4",FALSE
"DGLUCY","down","7",FALSE
"NDUFS1","down","5",FALSE
"SLC10A2","down","3",FALSE
"OXCT1","down","5",FALSE
"ENTPD5","down","2",FALSE
"PIEZO2","down","5",FALSE
"ASL","down","9",FALSE
"RAB11FIP1","down","5",FALSE
"NR2F6","down","4",FALSE
"ACSL1","down","2",FALSE
"EDA","down","7",FALSE
"MYH14","down","8",FALSE
"MYO5B","down","2",FALSE
"TINAG","down","1",FALSE
"HAGHL","down","9",FALSE
"SAT2","down","4",FALSE
"KMO","down","1",FALSE
"HAO2","down","1",FALSE
"GALNT11","down","1",FALSE
"ETFBKMT","down","2",FALSE
"NR1I3","down","1",FALSE
"ADK","down","3",FALSE
"MFF","down","4",FALSE
"P4HA1","down","5",FALSE
"TOM1L1","down","2",FALSE
"ST13","down","2",FALSE
"RASGRP1","down","10",FALSE
"TMED4","down","4",FALSE
"HNF4G","down","2",FALSE
"LEAP2","down","1",FALSE
"FGF1","down","2",FALSE
"EPS8","down","2",FALSE
"MAPKAPK5","down","6",FALSE
"AGPS","down","2",FALSE
"CRYL1","down","1",FALSE
"TLL2","down","3",FALSE
"LOC109499722","down","5",FALSE
"SDHA","down","4",FALSE
"FUCA1","down","8",FALSE
"PLXNB1","down","4",FALSE
"BLMH","down","8",FALSE
"JAM2","down","7",FALSE
"NQO2","down","1",FALSE
"PAH","down","8",FALSE
"AOC1","down","1",FALSE
"FBP1","down","8",FALSE
"GSR","down","6",FALSE
"LINGO4","down","9",FALSE
"ASB5","down","2",FALSE
"BCL2L13","down","3",FALSE
"RXYLT1","down","10",FALSE
"PRDX3","down","4",FALSE
"TXNRD2","down","9",FALSE
"LOC123379441","down","3",FALSE
"ARMT1","down","10",FALSE
"GRSF1","down","2",FALSE
"LOC101080332","down","5",FALSE
"EMID1","down","6",FALSE
"ATP6AP2","down","3",FALSE
"GATC","down","7",FALSE
"TMEM106A","down","6",FALSE
"AFF2","down","2",FALSE
"LOC101086605","down","6",FALSE
"LOC123381797","down","1",FALSE
"SLITRK1","down","1",FALSE
"PEX5","down","1",FALSE
"ETFDH","down","5",FALSE
"RALGPS2","down","5",FALSE
"GJB1","down","8",FALSE
"BMP4","down","7",FALSE
"CDS1","down","5",FALSE
"TMBIM6","down","2",FALSE
"ACKR4","down","7",FALSE
"SLC25A42","down","4",FALSE
"FAM8A1","down","5",FALSE
"COQ6","down","4",FALSE
"RNF32","down","2",FALSE
"CA2","down","2",FALSE
"CE2H19orf12","down","4",FALSE
"SUSD2","down","6",FALSE
"EAF2","down","6",FALSE
"WASHC3","down","9",FALSE
"SCP2","down","3",FALSE
"ETV5","down","6",FALSE
"MRPL19","down","9",FALSE
"ALDH9A1","down","6",FALSE
"GSC2","down","1",FALSE
"METAP1","down","2",FALSE
"EFEMP1","down","5",FALSE
"MCFD2","down","3",FALSE
"ST6GALNAC3","down","3",FALSE
"ATP23","down","7",FALSE
"CCDC117","down","5",FALSE
"NADK","down","6",FALSE
"CES4A","down","3",FALSE
"GSTZ1","down","9",FALSE
"AMT","down","3",FALSE
"THRA","down","7",FALSE
"APOA2","down","1",FALSE
"SLC16A4","down","8",FALSE
"SLCO4C1","down","3",FALSE
"GPRIN3","down","7",FALSE
"DECR1","down","4",FALSE
"YAE1","down","6",FALSE
"SLC39A4","down","3",FALSE
"LOC101098257","down","1",FALSE
"GLRX2","down","3",FALSE
"NGB","down","6",FALSE
"GRTP1","down","4",FALSE
"LOC101095941","down","1",FALSE
"NR1H4","down","3",FALSE
"SCO2","down","3",FALSE
"GSS","down","1",FALSE
"PLA2G12B","down","1",FALSE
"SLC25A51","down","5",FALSE
"PALS1","down","2",FALSE
"SLC9A3R1","down","1",FALSE
"PTCH1","down","7",FALSE
"ANK3","down","5",FALSE
"MAP3K4","down","5",FALSE
"LOC123381833","down","10",FALSE
"CC2D2A","down","2",FALSE
"FOXRED1","down","1",FALSE
"PCCB","down","4",FALSE
"PRSS53","down","1",FALSE
"MDGA1","down","9",FALSE
"SHBG","down","1",FALSE
"LRRC19","down","3",FALSE
"EMX1","down","1",FALSE
"FARP1","down","3",FALSE
"LOC102899897","down","9",FALSE
"SPRN","down","6",FALSE
"KHK","down","1",FALSE
"LAMP2","down","10",FALSE
"NFS1","down","4",FALSE
"PGM3","down","2",FALSE
"TMEM183A","down","8",FALSE
"KIAA1191","down","3",FALSE
"GCDH","down","1",FALSE
"SLC25A13","down","2",FALSE
"OPCML","down","7",FALSE
"MOGAT3","down","1",FALSE
"GOT2","down","4",FALSE
"PHYKPL","down","3",FALSE
"SLC25A21","down","3",FALSE
"LOC101094201","down","7",FALSE
"MIA2","down","2",FALSE
"GPD1","down","6",FALSE
"OXNAD1","down","7",FALSE
"SGPP1","down","10",FALSE
"NSMAF","down","8",FALSE
"RALGAPA2","down","2",FALSE
"BVES","down","2",FALSE
"LOC101089785","down","1",FALSE
"TFB2M","down","2",FALSE
"CDHR1","down","8",FALSE
"GFM1","down","5",FALSE
"SLC25A5","down","4",FALSE
"CLEC2L","down","4",FALSE
"SLC13A1","down","3",FALSE
"APMAP","down","2",FALSE
"RHOQ","down","5",FALSE
"MAP1LC3B","down","3",FALSE
"CLPX","down","2",FALSE
"SFXN1","down","6",FALSE
"ADHFE1","down","4",FALSE
"LDOC1","down","4",FALSE
"UNC13B","down","2",FALSE
"GSDME","down","7",FALSE
"CRACD","down","1",FALSE
"LDHD","down","4",FALSE
"IARS2","down","2",FALSE
"ACAD9","down","1",FALSE
"HADHA","down","1",FALSE
"RAB36","down","3",FALSE
"GLYAT","down","1",FALSE
"SARDH","down","6",FALSE
"IGSF23","down","1",FALSE
"NPHS1","down","6",FALSE
"ETFA","down","4",FALSE
"UBE2K","down","2",FALSE
"MRPS9","down","4",FALSE
"TMEM37","down","1",FALSE
"CCDC85C","down","2",FALSE
"NRG4","down","5",FALSE
"ESD","down","2",FALSE
"UBE2Q2","down","2",FALSE
"LOC111560215","down","1",FALSE
"SLC26A4","down","10",FALSE
"SLC1A1","down","3",FALSE
"NMB","down","1",FALSE
"ALDOB","down","1",FALSE
"TMBIM4","down","4",FALSE
"ENOX1","down","10",FALSE
"NPHS2","down","6",FALSE
"DDN","down","6",FALSE
"HNMT","down","6",FALSE
"VWA8","down","5",FALSE
"AP1AR","down","2",FALSE
"RTKN2","down","2",FALSE
"BST1","down","8",FALSE
"MYO15A","down","4",FALSE
"NPEPPS","down","7",FALSE
"NIT2","down","3",FALSE
"PPP1R16B","down","3",FALSE
"MRPL44","down","9",FALSE
"ADCYAP1R1","down","4",FALSE
"L2HGDH","down","2",FALSE
"UPB1","down","1",FALSE
"RNF152","down","3",FALSE
"NIPSNAP1","down","8",FALSE
"HIBADH","down","3",FALSE
"ATP6V1E2","down","7",FALSE
"BLCAP","down","1",FALSE
"SLC37A4","down","8",FALSE
"NTRK3","down","8",FALSE
"FANCC","down","7",FALSE
"GATB","down","7",FALSE
"SIKE1","down","5",FALSE
"LOC101095292","down","9",FALSE
"MRPS36","down","4",FALSE
"CARMIL3","down","8",FALSE
"COX11","down","5",FALSE
"FRMD1","down","6",FALSE
"TMEM47","down","5",FALSE
"QDPR","down","9",FALSE
"SFXN5","down","1",FALSE
"LOC101085685","down","10",FALSE
"G6PC1","down","3",FALSE
"SS18L1","down","2",FALSE
"GRB7","down","3",FALSE
"FERMT1","down","8",FALSE
"AUH","down","4",FALSE
"MKKS","down","7",FALSE
"SASS6","down","2",FALSE
"CABP1","down","9",FALSE
"KYNU","down","3",FALSE
"SLC4A4","down","3",FALSE
"IHH","down","6",FALSE
"DCAF8","down","3",FALSE
"NTNG2","down","6",FALSE
"CES3","down","3",FALSE
"HNF1A","down","1",FALSE
"TMLHE","down","2",FALSE
"ANKS6","down","5",FALSE
"DMGDH","down","3",FALSE
"MBLAC2","down","5",FALSE
"CACNB2","down","7",FALSE
"PCBP2","down","4",FALSE
"CMPK1","down","10",FALSE
"NSUN4","down","2",FALSE
"RALGPS1","down","5",FALSE
"BCKDHA","down","4",FALSE
"LOC123380390","down","9",FALSE
"MTMR4","down","5",FALSE
"PI4KA","down","2",FALSE
"MEMO1","down","10",FALSE
"OSBPL8","down","2",FALSE
"DHDH","down","1",FALSE
"ENO4","down","1",FALSE
"MXI1","down","2",FALSE
"PKP4","down","5",FALSE
"ITPKA","down","1",FALSE
"SUSD3","down","9",FALSE
"SDHB","down","4",FALSE
"MRPL53","down","5",FALSE
"CENPP","down","6",FALSE
"PTCD3","down","3",FALSE
"SLC1A7","down","6",FALSE
"CTH","down","1",FALSE
"EI24","down","2",FALSE
"IGF2BP2","down","6",FALSE
"TFEC","down","6",FALSE
"PCK2","down","1",FALSE
"NCALD","down","3",FALSE
"STRADB","down","2",FALSE
"RSPRY1","down","2",FALSE
"GBA3","down","1",FALSE
"SLC6A8","down","1",FALSE
"LOC101093537","down","7",FALSE
"PDHX","down","5",FALSE
"PCDH17","down","7",FALSE
"HOMER1","down","2",FALSE
"KCNJ12","down","6",FALSE
"ASAH1","down","6",FALSE
"SNX4","down","2",FALSE
"PCBD1","down","9",FALSE
"NDUFC2","down","4",FALSE
"MTARC2","down","1",FALSE
"LOC101089258","down","1",FALSE
"SRD5A2","down","1",FALSE
"PYROXD2","down","10",FALSE
"EZH1","down","6",FALSE
"CXXC4","down","8",FALSE
"SFXN2","down","8",FALSE
"HMGCL","down","4",FALSE
"MRPL15","down","4",FALSE
"ZMYND12","down","1",FALSE
"ADH5","down","6",FALSE
"TPP1","down","7",FALSE
"SLC7A9","down","3",FALSE
"PTPRO","down","6",FALSE
"ARSD","down","8",FALSE
"SKP1","down","2",FALSE
"SERPINF2","down","1",FALSE
"NUCKS1","down","2",FALSE
"CNDP1","down","3",FALSE
"MLXIPL","down","8",FALSE
"TWIST1","down","10",FALSE
"PLXNB2","down","2",FALSE
"LOC102899270","down","1",FALSE
"FZD1","down","6",FALSE
"YBX1","down","4",FALSE
"SNX2","down","6",FALSE
"SLC17A4","down","6",FALSE
"RAB17","down","4",FALSE
"ECHDC2","down","8",FALSE
"DCUN1D4","down","2",FALSE
"CENPN","down","3",FALSE
"CPPED1","down","6",FALSE
"SYN2","down","3",FALSE
"ECHDC1","down","9",FALSE
"PLPBP","down","2",FALSE
"LOC102901021","down","1",FALSE
"SEPHS2","down","1",FALSE
"AATK","down","3",FALSE
"MTO1","down","5",FALSE
"IDNK","down","6",FALSE
"CCDC6","down","5",FALSE
"SUSD4","down","4",FALSE
"TIMM9","down","8",FALSE
"AIFM2","down","8",FALSE
"OGDHL","down","1",FALSE
"WHAMM","down","3",FALSE
"FMO1","down","1",FALSE
"LOC102901092","down","8",FALSE
"IDE","down","2",FALSE
"MOB3B","down","2",FALSE
"MCCC1","down","3",FALSE
"SLC13A3","down","6",FALSE
"POLR2B","down","2",FALSE
"LOC101084388","down","1",FALSE
"PTPN20","down","10",FALSE
"KNSTRN","down","2",FALSE
"CHCHD3","down","7",FALSE
"LOC109495842","down","1",FALSE
"LOC101096765","down","7",FALSE
"CDHR5","down","1",FALSE
"FGFR4","down","8",FALSE
"RSPH4A","down","7",FALSE
"MYOM1","down","2",FALSE
"PET117","down","8",FALSE
"GPX3","down","1",FALSE
"NDNF","down","6",FALSE
"NDUFA9","down","4",FALSE
"FBXO15","down","8",FALSE
"INTU","down","5",FALSE
"CRISPLD1","down","2",FALSE
"PHYHD1","down","1",FALSE
"ANPEP","down","6",FALSE
"MRPS22","down","9",FALSE
"SHPK","down","5",FALSE
"MCCC2","down","3",FALSE
"MYO7B","down","1",FALSE
"PAFAH2","down","4",FALSE
"ANKS4B","down","3",FALSE
"SNX24","down","2",FALSE
"PHKB","down","2",FALSE
"FAM221A","down","5",FALSE
"SLC22A13","down","1",FALSE
"IDO2","down","1",FALSE
"GLYCTK","down","1",FALSE
"FDX1","down","4",FALSE
"XPA","down","2",FALSE
"GPT","down","9",FALSE
"LOC101080491","down","5",FALSE
"PRKN","down","2",FALSE
"TMEM52B","down","9",FALSE
"CEACAM18","down","3",FALSE
"SEC62","down","5",FALSE
"RETSAT","down","3",FALSE
"P2RY1","down","6",FALSE
"SLC2A2","down","3",FALSE
"RBPMS2","down","4",FALSE
"NAPSA","down","1",FALSE
"OPA1","down","2",FALSE
"LRPPRC","down","2",FALSE
"GLTPD2","down","1",FALSE
"PTER","down","3",FALSE
"SLC25A27","down","5",FALSE
"KRBA2","down","5",FALSE
"CDC37L1","down","5",FALSE
"NMNAT1","down","7",FALSE
"POLDIP2","down","4",FALSE
"MIOX","down","1",FALSE
"ADGRA3","down","2",FALSE
"TBC1D13","down","1",FALSE
"CPE","down","2",FALSE
"ALDH2","down","10",FALSE
"LARGE1","down","4",FALSE
"AP2A2","down","6",FALSE
"SF3B3","down","3",FALSE
"COQ3","down","2",FALSE
"BRI3BP","down","2",FALSE
"PEBP4","down","9",FALSE
"TCEA3","down","4",FALSE
"SUCLA2","down","2",FALSE
"BEND7","down","3",FALSE
"DEPDC7","down","10",FALSE
"STRIP2","down","8",FALSE
"AKR1A1","down","9",FALSE
"FOXD2","down","9",FALSE
"MRPL50","down","4",FALSE
"SYN3","down","7",FALSE
"RDX","down","5",FALSE
"ATP5F1C","down","4",FALSE
"RHOBTB1","down","6",FALSE
"INSYN1","down","6",FALSE
"GINM1","down","2",FALSE
"AKR1C3","down","8",FALSE
"TM6SF2","down","6",FALSE
"PANK1","down","2",FALSE
"SAR1B","down","2",FALSE
"AK5","down","3",FALSE
"MOCS2","down","4",FALSE
"SLC17A3","down","1",FALSE
"EXTL1","down","3",FALSE
"PGRMC2","down","5",FALSE
"TXNL1","down","2",FALSE
"TMEM139","down","4",FALSE
"SLC5A9","down","8",FALSE
"WWP1","down","2",FALSE
"ACMSD","down","1",FALSE
"GNG12","down","5",FALSE
"LOC101084495","down","1",FALSE
"SLC13A2","down","1",FALSE
"SLC12A8","down","4",FALSE
"CEACAM20","down","8",FALSE
"ATP5PB","down","4",FALSE
"SERPIND1","down","3",FALSE
"HBS1L","down","2",FALSE
"FAHD1","down","1",FALSE
"CD1H11orf54","down","3",FALSE
"LOC102901082","down","6",FALSE
"NDUFAB1","down","4",FALSE
"CD4H9orf43","down","7",FALSE
"OLA1","down","2",FALSE
"ILDR2","down","8",FALSE
"MTMR10","down","2",FALSE
"GRB14","down","7",FALSE
"PARK7","down","4",FALSE
"TMCO1","down","5",FALSE
"IL1RAPL2","down","4",FALSE
"CSDE1","down","2",FALSE
"OCLN","down","5",FALSE
"PHOSPHO2","down","2",FALSE
"LOC102902213","down","5",FALSE
"CLTRN","down","3",FALSE
"CB1H8orf58","down","1",FALSE
"HDHD2","down","9",FALSE
"CLUH","down","1",FALSE
"ACSS2","down","1",FALSE
"IFT88","down","2",FALSE
"LOC123386139","down","9",FALSE
"FBP2","down","8",FALSE
"DNAJC19","down","9",FALSE
"FGGY","down","6",FALSE
"CA7","down","8",FALSE
"TMEM184A","down","1",FALSE
"HSP90B1","down","1",FALSE
"SLC15A2","down","3",FALSE
"VPS35L","down","7",FALSE
"FOXK2","down","7",FALSE
"WEE2","down","3",FALSE
"ARFGAP3","down","10",FALSE
"AADAT","down","3",FALSE
"RILP","down","9",FALSE
"UCMA","down","1",FALSE
"ACSM5","down","3",FALSE
"LOC102902472","down","3",FALSE
"XPOT","down","2",FALSE
"DDO","down","4",FALSE
"NEK4","down","5",FALSE
"CLDN2","down","3",FALSE
"CEP104","down","2",FALSE
"DBT","down","2",FALSE
"ECI2","down","4",FALSE
"ANKS1A","down","10",FALSE
"MERTK","down","6",FALSE
"ZBTB41","down","5",FALSE
"MAPKAP1","down","4",FALSE
"TBC1D10A","down","9",FALSE
"PTH1R","down","1",FALSE
"SLC25A1","down","1",FALSE
"ANOS1","down","7",FALSE
"BNC2","down","7",FALSE
"PRODH2","down","6",FALSE
"DDX1","down","3",FALSE
"ATP5MC3","down","4",FALSE
"GPR137B","down","7",FALSE
"MYO15B","down","3",FALSE
"RUFY3","down","10",FALSE
"ERLIN2","down","2",FALSE
"LOC111557541","down","8",FALSE
"LMX1B","down","6",FALSE
"CCNI","down","5",FALSE
"ZNF514","down","2",FALSE
"NUDT12","down","5",FALSE
"IMMT","down","4",FALSE
"TYSND1","down","8",FALSE
"SELENOP","down","10",FALSE
"COL9A1","down","3",FALSE
"CES1","down","1",FALSE
"SAFB2","down","9",FALSE
"NAAA","down","3",FALSE
"ACE","down","6",FALSE
"HAPLN4","down","6",FALSE
"ELAPOR2","down","5",FALSE
"MGST1","down","1",FALSE
"TMEM60","down","7",FALSE
"GNB4","down","10",FALSE
"ADI1","down","9",FALSE
"CYP4A37","down","1",FALSE
"PAPLN","down","6",FALSE
"MYCN","down","3",FALSE
"STRA6","down","6",FALSE
"PPM1B","down","2",FALSE
"DNAJC22","down","3",FALSE
"LRRK2","down","2",FALSE
"CS","down","4",FALSE
"UBE3D","down","4",FALSE
"LOC101101118","down","1",FALSE
"LOC101099268","down","8",FALSE
"MRPL3","down","2",FALSE
"LOC101101650","down","6",FALSE
"CYP39A1","down","7",FALSE
"HS6ST2","down","2",FALSE
"FBXO22","down","2",FALSE
"CIAO3","down","4",FALSE
"DOCK8","down","10",FALSE
"CNTFR","down","4",FALSE
"RNF170","down","5",FALSE
"OAT","down","3",FALSE
"CCT4","down","8",FALSE
"RTN3","down","2",FALSE
"CE2H19orf84","down","1",FALSE
"UBTD1","down","4",FALSE
"EIF4E3","down","10",FALSE
"OTUD3","down","7",FALSE
"ZSWIM5","down","3",FALSE
"CERS2","down","8",FALSE
"PARD3","down","10",FALSE
"SLC5A11","down","3",FALSE
"AP3D1","down","1",FALSE
"PKLR","down","3",FALSE
"SEMA3G","down","3",FALSE
"PXDNL","down","2",FALSE
"D2HGDH","down","9",FALSE
"SHROOM2","down","5",FALSE
"PDHB","down","4",FALSE
"SLC6A11","down","3",FALSE
"PDZK1IP1","down","1",FALSE
"DARS2","down","2",FALSE
"WWOX","down","4",FALSE
"GAREM1","down","2",FALSE
"MROH6","down","9",FALSE
"HDHD3","down","6",FALSE
"ELMOD1","down","3",FALSE
"LPGAT1","down","10",FALSE
"ANO4","down","7",FALSE
"SLC5A12","down","1",FALSE
"ATG4C","down","5",FALSE
"HEPACAM2","down","7",FALSE
"MTCH2","down","4",FALSE
"LOC109498222","down","3",FALSE
"PAOX","down","9",FALSE
"LOC101096635","down","2",FALSE
"ZSCAN2","down","8",FALSE
"ACOX2","down","3",FALSE
"CUBN","down","6",FALSE
"SIRT5","down","4",FALSE
"COX15","down","7",FALSE
"PSMB5","down","9",FALSE
"ABCA3","down","1",FALSE
"ALDH8A1","down","1",FALSE
"VAPB","down","4",FALSE
"BANF2","down","1",FALSE
"TKFC","down","1",FALSE
"LOC101093721","down","5",FALSE
"ABLIM2","down","4",FALSE
"SH3RF3","down","8",FALSE
"PPEF2","down","2",FALSE
"HSD17B12","down","2",FALSE
"HS3ST6","down","1",FALSE
"NXPH4","down","4",FALSE
"HSP90AA1","down","7",FALSE
"GNPNAT1","down","2",FALSE
"GOLIM4","down","10",FALSE
"THEM4","down","2",FALSE
"TSC2","down","3",FALSE
"TNFAIP8L1","down","6",FALSE
"RAB40C","down","9",FALSE
"LOC101096317","down","9",FALSE
"AMD1","down","5",FALSE
"LRRC20","down","6",FALSE
"CDHR2","down","1",FALSE
"LOC101094730","down","2",FALSE
"AUTS2","down","2",FALSE
"LOC102899949","down","6",FALSE
"GAMT","down","1",FALSE
"VWCE","down","6",FALSE
"ARPP21","down","7",FALSE
"SLC28A1","down","1",FALSE
"PKIG","down","4",FALSE
"ETFB","down","4",FALSE
"ECI1","down","1",FALSE
"MISP3","down","4",FALSE
"TPRN","down","4",FALSE
"LOC102901316","down","1",FALSE
"FAM210B","down","4",FALSE
"LOC101098145","down","1",FALSE
"HDLBP","down","3",FALSE
"FAM204A","down","2",FALSE
"FAM210A","down","7",FALSE
"ABHD2","down","8",FALSE
"ZC3H15","down","5",FALSE
"SMIM1","down","1",FALSE
"RASL10B","down","3",FALSE
"ZDHHC9","down","8",FALSE
"ABCB7","down","5",FALSE
"MARCHF9","down","9",FALSE
"TIMMDC1","down","4",FALSE
"GABRD","down","4",FALSE
"CYP4A106","down","3",FALSE
"FRZB","down","7",FALSE
"ACP6","down","3",FALSE
"ZFYVE26","down","2",FALSE
"PNPT1","down","5",FALSE
"RAPGEF2","down","5",FALSE
"ADTRP","down","1",FALSE
"REXO5","down","3",FALSE
"LPCAT1","down","1",FALSE
"BBIP1","down","9",FALSE
"SLITRK5","down","7",FALSE
"ZNF566","down","7",FALSE
"PCYT2","down","4",FALSE
"MCCD1","down","4",FALSE
"PNPO","down","8",FALSE
"SNX25","down","5",FALSE
"FBXO31","down","1",FALSE
"NMT2","down","8",FALSE
"FNIP2","down","7",FALSE
"DBI","down","9",FALSE
