"gene_symbol","compartment","contrast","log_fc","ave_expr","t_stat","p_value","fdr"
"NOS3","medulla","early_vs_control",1.07250358995215,5.8272829087788,4.95667200322374,0.000147825740352865,0.0143684438123517
"CLDN3","medulla","early_vs_control",1.93757555031201,4.15116066261482,4.95191909239291,0.000149242921111908,0.0143684438123517
"G0S2","medulla","early_vs_control",-2.48780374829839,4.80304709047056,-4.94288446711218,0.000151975421064126,0.0143684438123517
"VASP","medulla","early_vs_control",0.804192231762385,7.115411523455,4.93450913078608,0.00015245609528386,0.0143684438123517
"PCCA","medulla","early_vs_control",-1.96581379995153,6.2079506715366,-4.93660775666151,0.000153904028066961,0.0143684438123517
"RABGAP1L","medulla","early_vs_control",-0.888921527432191,5.73694412925769,-4.93224530365123,0.000154444438790389,0.0143684438123517
"AGPS","medulla","early_vs_control",-1.57961203724593,6.43417906306108,-4.9342407179479,0.000154637850249821,0.0143684438123517
"CES2","medulla","early_vs_control",-3.75538559889008,6.84316663930729,-4.93025942357409,0.000155880240666516,0.0143684438123517
"EPS8","medulla","early_vs_control",-1.58214036515867,6.11441160641495,-4.92935074399492,0.000156165235528234,0.0143684438123517
"ZYX","medulla","early_vs_control",1.0891029190958,7.16804999934287,4.92876815398155,0.00015634823856184,0.0143684438123517
"SELENOM","medulla","early_vs_control",1.31826995586469,5.46984473927438,4.9273199542814,0.000156804102202662,0.0143684438123517
"CHDH","medulla","early_vs_control",-1.46045456877972,6.31555987332019,-4.92454514316001,0.000157681375967928,0.0143684438123517
"TLL2","medulla","early_vs_control",-3.21921752874368,0.971294019546546,-4.92435562072915,0.000157741478374637,0.0143684438123517
"PRKD2","medulla","early_vs_control",0.81519216454801,5.53644098090073,4.91773334593346,0.000157836188703895,0.0143684438123517
"ICOSLG","medulla","early_vs_control",1.82944269997528,5.60543062486758,4.92109216987841,0.000158780103100613,0.0143684438123517
"BCL2L13","medulla","early_vs_control",-1.56439564433494,6.52678644229434,-4.92100689195688,0.000158807337648952,0.0143684438123517
"RGS4","medulla","early_vs_control",1.56592320827415,4.25275489635118,4.9197359456085,0.000159213799308884,0.0143684438123517
"JSRP1","medulla","early_vs_control",-3.11389244548051,1.09417170095562,-4.91937038401724,0.000159330907506444,0.0143684438123517
"DEPDC7","medulla","early_vs_control",-2.45758556936484,2.85399880179133,-4.91385892743377,0.000161107277412278,0.0143684438123517
"CLIC1","medulla","early_vs_control",0.841455692950979,6.74686643578576,4.90863167750496,0.000161638323563437,0.0143684438123517
"TMEM100","medulla","early_vs_control",2.08030751904468,4.37296312246852,4.91189846848132,0.000161744039080873,0.0143684438123517
"VIM","medulla","early_vs_control",1.26953262578006,9.33621322265722,4.91019118006198,0.000162300676851205,0.0143684438123517
"DCAF15","medulla","early_vs_control",0.662848263753919,5.21404356117402,4.89905988005895,0.00016333553257985,0.0143684438123517
"AIFM1","medulla","early_vs_control",-1.87017250929731,5.93281418961743,-4.90574655120075,0.000163759037358302,0.0143684438123517
"DLD","medulla","early_vs_control",-1.2130816522691,6.72740633086663,-4.89886193028709,0.000166044633632354,0.0144857338380866
"LOC109500010","medulla","early_vs_control",-3.19810200924428,0.194569003954882,-4.88286989814722,0.000171481104951717,0.0148638575922027
"MYO5B","medulla","early_vs_control",-1.41401944322078,6.02952817315515,-4.87657943878269,0.000173669340122665,0.0148638575922027
"ITGA5","medulla","early_vs_control",1.19245236555884,6.41147459019719,4.86996733573729,0.000176000397598992,0.0148638575922027
"S100A6","medulla","early_vs_control",1.81086432317368,6.82400693706978,4.86948690763843,0.00017617101684301,0.0148638575922027
"RNF128","medulla","early_vs_control",-1.56525098458624,5.02638011352571,-4.86674890163508,0.000177146640105998,0.0148638575922027
"LOC102901946","medulla","early_vs_control",1.41680758457894,3.93993874816793,4.86429330337028,0.000178026353276275,0.0148638575922027
"ZYG11B","medulla","early_vs_control",-1.66377301144209,5.42231047563022,-4.86338323918153,0.000178353520233018,0.0148638575922027
"LCAT","medulla","early_vs_control",1.1383912398019,5.69022136539375,4.86114808730742,0.000179159677453964,0.0148638575922027
"PXDNL","medulla","early_vs_control",-2.26322702004419,4.4127056631264,-4.86030502940036,0.000179464715978412,0.0148638575922027
"DLG4","medulla","early_vs_control",0.994223104148951,4.46941940803585,4.85641555659129,0.000180114865694472,0.0148638575922027
"CACNB4","medulla","early_vs_control",-3.51781011033497,0.291916405496844,-4.8438892067035,0.000185511824649907,0.0151318647669472
"S1PR1","medulla","early_vs_control",0.951191219062963,6.19135323518268,4.84206687349767,0.000186195896898648,0.0151318647669472
"LOC123385134","medulla","early_vs_control",-2.11783853487479,1.21739102978302,-4.84169469177164,0.000186335925603332,0.0151318647669472
"CMTM3","medulla","early_vs_control",1.24505184382665,5.82130772665122,4.82863596522009,0.000191318165946017,0.0153019499647919
"HYKK","medulla","early_vs_control",-1.60160519028134,5.53695826986507,-4.82174225160015,0.000194003234891418,0.0153019499647919
"LGALS9","medulla","early_vs_control",1.49700203541614,7.20569114122467,4.81926300097772,0.000194978320805111,0.0153019499647919
"ENO2","medulla","early_vs_control",1.22302157198074,4.82987890766667,4.81865348294588,0.000195218812756513,0.0153019499647919
"OAS2","medulla","early_vs_control",1.56902887203738,5.87995023760787,4.81347970637381,0.000197272481069163,0.0153019499647919
"ODR4","medulla","early_vs_control",-0.766900002514374,4.89393734205275,-4.79745757185738,0.000200670079147198,0.0153019499647919
"ANGPTL4","medulla","early_vs_control",2.04139794948752,4.31665042307596,4.80499923053268,0.000200686780667405,0.0153019499647919
"LRP2","medulla","early_vs_control",-3.9979243594887,7.4515954749749,-4.8026668951919,0.000201636384755215,0.0153019499647919
"CD209","medulla","early_vs_control",3.71836600584615,0.839634897510513,4.80149561733398,0.000202115005127201,0.0153019499647919
"CEBPB","medulla","early_vs_control",1.5202115841024,5.2222176976469,4.79663754900243,0.000204112638918046,0.0153019499647919
"STAT6","medulla","early_vs_control",0.887049076556423,7.16368701874162,4.7942864186899,0.000204324319556876,0.0153019499647919
"DOC2B","medulla","early_vs_control",1.49039022921821,3.92846427549807,4.79551845525726,0.000204575673010205,0.0153019499647919
"LOC101083444","medulla","early_vs_control",0.966877477638121,5.57985313224886,4.79350916877393,0.000205409737776525,0.0153019499647919
"DPYS","medulla","early_vs_control",-4.31962778152204,6.53164842407346,-4.79341471290823,0.000205449032619452,0.0153019499647919
"FAAH","medulla","early_vs_control",-3.103527900105,6.34033152210158,-4.79194427153988,0.000206061750399829,0.0153019499647919
"PAH","medulla","early_vs_control",-5.66720041601877,1.23687664535008,-4.79007167497316,0.000206844756820651,0.0153019499647919
"CAPN5","medulla","early_vs_control",0.931183514262705,6.19682988385501,4.78778620879307,0.000207804537703765,0.0153019499647919
"LOC101083316","medulla","early_vs_control",1.17959138447145,5.87938051821089,4.78638428224978,0.000208395535852379,0.0153019499647919
"NOTCH4","medulla","early_vs_control",0.696821107393434,6.51570061280793,4.77886955928794,0.000208396501631163,0.0153019499647919
"IVD","medulla","early_vs_control",-2.54813538405504,7.82427019696052,-4.78397315257192,0.000209416010893388,0.0153019499647919
"AKR1C3","medulla","early_vs_control",-3.26187423676622,3.46400297107384,-4.78048624274404,0.000210900868441636,0.0153019499647919
"JDP2","medulla","early_vs_control",1.14409642079808,4.2949711504905,4.77910872512502,0.000211490439197355,0.0153019499647919
"DPP4","medulla","early_vs_control",-3.29889078652913,4.35867854361446,-4.77614076637852,0.000212766462609605,0.0153019499647919
"PLPP1","medulla","early_vs_control",0.996128700973074,7.74877753205761,4.77565834871869,0.000212974614732255,0.0153019499647919
"GPAM","medulla","early_vs_control",-1.93029497378885,6.15265235560519,-4.77226949610734,0.000214442725717967,0.0153019499647919
"MRPS5","medulla","early_vs_control",-0.862169868721279,5.26359735883785,-4.76797777732064,0.000214925322213576,0.0153019499647919
"TRABD2B","medulla","early_vs_control",-1.05386540099562,5.72557127601138,-4.7698615645697,0.000215492188539351,0.0153019499647919
"XPO7","medulla","early_vs_control",-0.839561794637588,6.66342138792869,-4.76003958733095,0.000218683719115544,0.0154214872145202
"SOCS1","medulla","early_vs_control",2.19376441013197,1.45100794954187,4.76145885898383,0.000219195829275619,0.0154214872145202
"SEMA4G","medulla","early_vs_control",-1.15951935709471,4.60322958023395,-4.75751536648902,0.000220956436834387,0.015474045509865
"CB4H12orf75","medulla","early_vs_control",1.31807096236514,5.55291518856035,4.75004701148475,0.000224330592149209,0.0156386079924291
"LRRC19","medulla","early_vs_control",-4.13549033133657,1.45912860417053,-4.74133516148121,0.000228333388375635,0.015845299274231
