"gene_symbol","compartment","contrast","log_fc","ave_expr","t_stat","p_value","fdr"
"PRR30","cortex","late_vs_early",1.7105430349299,3.09521921592301,3.35850865514485,0.00340879002341504,0.271115800322394
"LOC109501043","cortex","late_vs_early",0.876525481358665,1.63072134186331,3.35383822491511,0.00341556142089588,0.271115800322394
"FTL","cortex","late_vs_early",-0.938374983722905,11.8285185583835,-3.3519244382356,0.00343022608429742,0.271115800322394
"SUMO1","cortex","late_vs_early",-0.376452970389741,5.95413750480016,-3.35131171922386,0.00343493420203141,0.271115800322394
"COX20","cortex","late_vs_early",-0.478906508050871,4.14949345486886,-3.35115365132414,0.00343614982255593,0.271115800322394
"ACER3","cortex","late_vs_early",0.699746635530934,3.80432709682015,3.34703808503515,0.00348740144006962,0.272050261025285
"P4HA2","cortex","late_vs_early",0.573531826031791,7.02396383905567,3.34336480523264,0.00350724221289552,0.272050261025285
"RBBP8","cortex","late_vs_early",0.945616681056985,4.10037689096246,3.34561722300559,0.00350829222040879,0.272050261025285
"FIS1","cortex","late_vs_early",-0.375276838244789,7.07577017204023,-3.34011723295464,0.0035220793149332,0.272050261025285
"SSTR2","cortex","late_vs_early",-2.05954179726089,2.92926893464166,-3.34010316701936,0.0035517195837852,0.272050261025285
"PRKCZ","cortex","late_vs_early",-0.664712817850393,6.05822827817441,-3.33862872688303,0.00356342121217721,0.272050261025285
"INSRR","cortex","late_vs_early",-1.06923891448885,4.97754845790821,-3.33448846203712,0.00359648272353995,0.272050261025285
"MEDAG","cortex","late_vs_early",1.65662822300547,1.51006917099182,3.33389232030072,0.00360126790171337,0.272050261025285
"SPAG1","cortex","late_vs_early",0.530837276934335,3.0050265633706,3.32852355255936,0.00361462235626776,0.272050261025285
"HSPB8","cortex","late_vs_early",1.29253098066054,3.02587743801288,3.32713083805923,0.00365598173301974,0.272050261025285
"KDM6A","cortex","late_vs_early",0.509399337612729,4.66669610253231,3.32315024877515,0.00366125067959525,0.272050261025285
"FREM3","cortex","late_vs_early",-1.41141249742831,3.15731641750603,-3.3239645696261,0.0036818832278679,0.272050261025285
"BLOC1S1","cortex","late_vs_early",-0.404763371510152,5.29709033405899,-3.31806158739752,0.00370017977954108,0.272050261025285
"CDC42SE2","cortex","late_vs_early",0.384968980326788,5.39207807570951,3.31734450766955,0.00370611632124958,0.272050261025285
"AQP2","cortex","late_vs_early",-1.6032321674311,7.63684653287488,-3.319662199403,0.00371736774917381,0.272050261025285
"LRRC38","cortex","late_vs_early",-1.19503522753998,1.24409596058595,-3.31321946998342,0.00374536067363657,0.272781100215964
"NRBP2","cortex","late_vs_early",0.617302503042787,4.89943928034063,3.31118430479909,0.00378528006077316,0.273612855601157
"ITIH4","cortex","late_vs_early",1.36287768885569,3.84273008399565,3.30887065316555,0.00380785788254742,0.273612855601157
"LUZP1","cortex","late_vs_early",0.363394452907102,5.82643082831408,3.30224109428461,0.00383334954400547,0.273612855601157
"FOXO3","cortex","late_vs_early",0.467017483485328,6.05042919741116,3.30002171737517,0.00385543318078099,0.273612855601157
"LAMC2","cortex","late_vs_early",1.82449079408747,3.32020202681923,3.30085138231544,0.00387649959087855,0.273612855601157
"CTTNBP2NL","cortex","late_vs_early",0.484050653268831,4.70963585234724,3.29717636860657,0.00387712791334678,0.273612855601157
"EFCAB2","cortex","late_vs_early",-0.55274328436511,3.69789512040925,-3.29645603707347,0.00388321103401206,0.273612855601157
"CLDN1","cortex","late_vs_early",1.25451437203178,5.96835593144031,3.29683138932481,0.00391136484543379,0.274320676127206
"OXGR1","cortex","late_vs_early",-2.66227635143455,-1.1360764199424,-3.29118793084871,0.0039322379714731,0.274513700598369
"ALDH9A1","cortex","late_vs_early",-0.651194669073852,7.71083651157909,-3.2877017025108,0.00397592183130525,0.276285036066506
"RASL12","cortex","late_vs_early",1.03794292352158,2.90539070735099,3.28743248094375,0.00399408692973561,0.276285036066506
"LOC109494063","cortex","late_vs_early",-2.11234395982532,2.28652570324753,-3.27920640828269,0.00406789384079018,0.277329409750955
"LAMC1","cortex","late_vs_early",0.502390945853564,7.60517083990096,3.27156980255792,0.00410506060575643,0.277329409750955
"ANKRD29","cortex","late_vs_early",0.695488444850968,2.48295444179225,3.27083783011313,0.00411177052490682,0.277329409750955
"VANGL1","cortex","late_vs_early",0.34973652713381,4.95445371170111,3.26930777191141,0.00412583116384859,0.277329409750955
"ACADL","cortex","late_vs_early",1.09399417660264,3.02543937520475,3.26893016934231,0.00416197743766037,0.277329409750955
"LXN","cortex","late_vs_early",0.856286374179182,3.10548665772945,3.26540912537771,0.00419150585050214,0.277329409750955
"RRP8","cortex","late_vs_early",0.319190412775247,3.31636563581975,3.25814647467816,0.00422983470262547,0.277329409750955
"ARHGEF5","cortex","late_vs_early",0.660633909907015,3.72921157956394,3.25923497499722,0.00423463377287639,0.277329409750955
"LOC111561467","cortex","late_vs_early",-0.796296947421062,1.91454379595926,-3.25493495966076,0.0042602333754161,0.277329409750955
