"gene_symbol","err_positive","control_positive","log_fc","fdr","ave_expr"
"CDC5L",TRUE,FALSE,-0.352870415207933,0.0544260300044513,5.65148610597233
"CDH16",FALSE,FALSE,-0.909756399385328,0.0419692764571133,9.60229071807318
"CDHR1",FALSE,FALSE,-1.27104668133537,0.0983833366041225,5.94723016703997
"CDHR5",FALSE,FALSE,-1.01380061011505,0.0433041453632233,6.77155890341019
"CDK18",FALSE,FALSE,-1.02069753120035,0.0264405338069713,5.47918753120194
"CDK19",FALSE,FALSE,-0.715414329920891,0.00638640839435599,4.81941017131413
"CDKL1",FALSE,TRUE,-1.81757734019048,0.0122334468276326,7.1385981360665
"CDKN1C",FALSE,FALSE,-0.867856933578099,0.0604934471019186,3.82653402170396
"CDO1",FALSE,FALSE,-0.659244348507707,0.0438777087137014,3.29973411024864
"CDON",FALSE,FALSE,-0.652500947766057,0.0204142355786451,3.66052633846845
"CDS1",FALSE,FALSE,-1.28498848237894,0.0642835667183737,6.49141516585643
"CE2H16orf46",FALSE,FALSE,-0.648225210353577,0.0634447481183083,2.0829717597767
"CE2H19orf12",FALSE,FALSE,-0.828641174625856,0.0119687118535475,4.63942900437511
"CE2H19orf84",TRUE,FALSE,-1.54210060239918,0.047538082406557,3.58467180810341
"CELSR2",FALSE,FALSE,-0.522758990898143,0.0428881059147072,6.18960188000431
"CENPN",TRUE,FALSE,-0.745574376524607,0.0739822912931656,2.09598084955374
"CEP104",FALSE,FALSE,-0.581921508962788,0.0193662632419439,6.44908073521221
"CEP126",FALSE,FALSE,-0.838605777079862,0.0243050336404779,3.75504717833537
"CEP63",FALSE,FALSE,-0.581092808342202,0.011073244496898,5.3366055184404
"CERT1",FALSE,FALSE,-0.588556628960764,0.0600851149745085,5.15504081376111
"CES1",FALSE,FALSE,-1.62651012665485,0.0826438217387112,10.1588329943931
"CES2",FALSE,FALSE,-1.5632137177255,0.0854277240204731,9.91620377645464
"CES3",FALSE,FALSE,-1.87624645983544,0.0396237088291807,4.9965264750232
"CES4A",FALSE,FALSE,-2.62845668697073,0.0173715128265372,5.66439046356065
"CF1H1orf105",FALSE,FALSE,-1.59996928820899,0.0189529949174354,1.47926451543191
"CF1H1orf115",FALSE,FALSE,-0.654524139149252,0.0204709796052985,6.94652326814285
"CF1H1orf43",FALSE,FALSE,-0.367652992571529,0.0620135517163379,6.19378431767318
"CFAP119",FALSE,FALSE,-0.654222905662372,0.0204142355786451,3.28834996597178
"CFAP410",FALSE,FALSE,-0.462046958006874,0.0448209362831731,5.01235611930864
"CFAP418",FALSE,FALSE,-0.321420852049271,0.0670890214813225,3.45054659556973
"CFAP70",FALSE,TRUE,-0.848766818626993,0.0132718407333928,1.48013337737161
"CFAP91",FALSE,FALSE,-0.624974864411782,0.0386791158148408,2.26904496240418
"CFAP97",FALSE,FALSE,-0.406642524780956,0.0823412766933869,4.35138921502366
"CGNL1",FALSE,FALSE,-0.936910708035247,0.0157627565836766,8.5121870359681
"CHAC1",FALSE,FALSE,-0.551412488164501,0.0815001702814679,2.05969127432666
"CHCHD10",FALSE,FALSE,-0.808529937209533,0.0443536895420498,7.41437340774418
"CHCHD2",FALSE,TRUE,-0.647637308905538,0.0408634076172777,7.87618723428326
"CHCHD3",FALSE,FALSE,-0.728801230827798,0.0196498713122675,5.28498121942119
"CHCHD4",TRUE,TRUE,-0.523329346793978,0.0624374775493073,3.75191777147794
"CHDH",FALSE,FALSE,-0.913381215075646,0.0595071422889116,6.72681119655027
"CHMP5",FALSE,FALSE,-0.240407616866793,0.0614155251931539,5.31113956065586
"CHORDC1",FALSE,FALSE,-0.606798826737935,0.0569126073300966,3.76444420621522
"CHRNA2",FALSE,FALSE,-3.07097964196421,0.0477499469172334,-0.420248865613897
"CHRNA4",FALSE,FALSE,-1.12245373224208,0.0348223058305636,4.98418222586081
"CIAO2A",FALSE,FALSE,-0.601476719496087,0.0227653719971541,4.68238677529458
"CIAO3",FALSE,FALSE,-0.444956253127071,0.0329402684979445,5.51969179196155
"CIB2",TRUE,TRUE,-0.843400090080991,0.08694341251801,4.96598548330744
"CIPC",FALSE,FALSE,-0.286044827886256,0.0766568860653253,4.86439327125764
"CISD1",FALSE,FALSE,-1.03338844013893,0.0407025871350812,4.79346372542514
"CLASP1",FALSE,FALSE,-0.37236238763043,0.0200156787956317,5.76549613223538
"CLCN5",FALSE,FALSE,-0.772967743806022,0.0529791216172864,5.08308345464355
"CLDN10",FALSE,FALSE,-1.52647655082489,0.00638640839435599,5.66902135283664
"CLDN8",FALSE,FALSE,-0.839190930735493,0.0766491012453229,5.50734490079831
"CLEC2L",FALSE,FALSE,-1.59664067021735,0.0679553588773732,4.15112868826382
"CLEC3A",FALSE,FALSE,-1.96193795903892,0.0248637292389291,3.87610705659329
"CLIC5",FALSE,FALSE,-1.11759977854117,0.0838298869272245,6.41844322260727
"CLK4",FALSE,FALSE,-0.370620764152224,0.0438336906290197,5.03686836848177
"CLPB",FALSE,TRUE,-0.626371174433247,0.0311869214134127,5.40776757884293
"CLPP",FALSE,FALSE,-0.521270593371583,0.0309970813237428,5.39913355933425
"CLPTM1",FALSE,TRUE,-0.566763411539418,0.0306247252651015,7.51383497933935
"CLSTN2",FALSE,TRUE,-0.772969399125845,0.0996934961499593,4.50972686151486
"CLTA",FALSE,FALSE,-0.298972418997909,0.0871252571389761,7.0877738061777
"CLTCL1",FALSE,FALSE,-0.455947581162485,0.0896806590596271,1.16778315015059
"CLUAP1",FALSE,FALSE,-0.263858630228277,0.0720036570228544,4.11287110184883
"CMBL",FALSE,FALSE,-1.23001074686948,0.0396194530497671,6.30635262058955
"CMC1",FALSE,FALSE,-0.330033427670559,0.0847078676762145,3.50094149629332
"CNDP1",FALSE,FALSE,-1.83569811287229,0.00404310764769954,5.8780358227416
"CNIH4",FALSE,FALSE,-0.290926081817408,0.050499815355131,4.46737568955725
"CNKSR3",FALSE,FALSE,-0.351519180518109,0.0897395192618546,5.45098177601411
"CNNM2",FALSE,TRUE,-0.810061468403625,0.0213362659359737,4.11955120631364
"CNST",FALSE,FALSE,-0.531782399844306,0.00965195867237319,4.17145803725471
"CNTFR",FALSE,FALSE,-1.37383094712294,0.0238306336366928,4.73153579525984
"CNTNAP2",FALSE,FALSE,-1.5442676180502,0.0790792152349377,0.771217802936543
"COA3",FALSE,FALSE,-0.465943503977051,0.0241414959735563,5.42570587248703
"COA5",FALSE,FALSE,-0.568589642689536,0.028387985848257,3.91812888060994
"COBL",FALSE,FALSE,-1.47090591545787,0.00443665584168913,6.24696933175823
"COBLL1",FALSE,FALSE,-0.741956021008659,0.0400372172596987,7.07839995328635
"COG4",FALSE,FALSE,-0.389134355432319,0.0329814929460361,5.61174462700181
"COG5",FALSE,TRUE,-0.311104512156233,0.0798602490492182,4.92312505717481
"COL20A1",FALSE,FALSE,-1.57000511601004,0.011073244496898,2.9060612110726
"COL24A1",FALSE,FALSE,-1.64687509642693,0.00910983932452287,2.33821541254738
"COL4A3",FALSE,FALSE,-1.13262153626368,0.00931867243739585,6.1091689383054
"COL4A4",FALSE,FALSE,-0.605863499031106,0.036636861470972,6.63954902528784
"COL9A1",FALSE,FALSE,-3.39842424950269,0.0165687108238692,-0.0306836361225754
"COL9A3",FALSE,FALSE,-0.930455661071264,0.0568802533279612,5.49953787020875
"COLQ",FALSE,FALSE,-1.14233872620399,0.0215012467671399,4.57356391160862
"COMMD1",FALSE,TRUE,-0.411463878841552,0.0420650839763658,3.28866219345028
"COMMD8",FALSE,TRUE,-0.565733368799193,0.0443536895420498,3.41641655072643
"COMT",FALSE,FALSE,-0.880594401611954,0.00819127910763389,6.70836765329271
"COPA",FALSE,FALSE,-0.361083801554937,0.0659619770536357,8.08943503813084
"COPS2",FALSE,FALSE,-0.416840156616169,0.0826912219056125,5.72245950812766
"COPS6",FALSE,FALSE,-0.658428240847679,0.0866679601881819,6.73633566185507
"COQ5",TRUE,FALSE,-0.459160436235053,0.0782158556747852,4.61617920417104
"COQ6",FALSE,FALSE,-1.03155167642237,0.0131082266395836,5.56467818705251
"COQ7",FALSE,FALSE,-0.56604415492804,0.0830907866879001,3.58385531783481
"COQ8A",FALSE,FALSE,-0.707061261245097,0.0099448486175386,7.52554615995536
"COQ9",FALSE,FALSE,-0.825284492701128,0.0431547553108433,6.71811066505232
"COX10",FALSE,FALSE,-0.469049792077635,0.0367751854827776,4.05811102517095
"COX15",FALSE,FALSE,-0.774420531880657,0.0171213830111795,4.93930711722315
"COX20",TRUE,FALSE,-0.632534117203083,0.0159930260896989,4.14949345486886
"COX7A1",FALSE,FALSE,-0.979615425637643,0.0137325396139051,4.4361829689992
"COX7A2",TRUE,FALSE,-0.454927175923848,0.042647430372061,6.08891975611229
"CPE",FALSE,FALSE,-0.880677230170238,0.0878040386966104,5.90024755533128
"CPEB2",FALSE,FALSE,-0.671161062861741,0.0687256542366334,4.74934693904358
"CPEB3",FALSE,FALSE,-0.860133991505001,0.0223573188271872,2.65005017923566
"CPPED1",TRUE,FALSE,-0.96421315190661,0.0623471506867245,6.34920867500725
"CPT2",FALSE,FALSE,-0.903968284541877,0.0391505105028497,5.10689026286955
"CRACD",FALSE,FALSE,-1.66451188940719,0.0340188160359729,4.08822114280575
"CRBN",FALSE,FALSE,-0.394722253826898,0.087019234251749,4.6363230420597
"CREBL2",FALSE,FALSE,-0.572138852882079,0.0682516894119633,5.84432506599275
"CREBRF",FALSE,TRUE,-0.465014070429262,0.0872628733491713,4.88601442247361
"CRIP3",FALSE,FALSE,-1.82191716344733,0.0502128754302603,1.34723645423696
"CRKL",FALSE,FALSE,-0.360197633528333,0.0229284541586453,5.9305730282135
"CRLS1",FALSE,FALSE,-0.965256675471108,0.014437160475709,4.76081272029214
"CRTAC1",FALSE,FALSE,-2.36588997127404,0.00618586280325312,4.84624956009257
"CRYAA",FALSE,FALSE,-4.34646871931058,0.0843478935008503,0.837695148053791
"CRYBG1",FALSE,TRUE,-0.819801649580343,0.0163336314774304,6.78275061396687
"CRYL1",FALSE,FALSE,-1.22358574704183,0.0380236927657278,8.4226974372179
"CRYZ",FALSE,FALSE,-1.01728122424906,0.052392427791227,6.01030736391034
"CRYZL1",FALSE,FALSE,-0.37980670180752,0.0460649441563346,5.10827923884277
"CS",FALSE,FALSE,-0.583535403870172,0.0476151303405136,8.27954786329546
"CSDE1",FALSE,FALSE,-0.548498106385283,0.0206843365698509,9.12551491729066
"CSRNP3",FALSE,FALSE,-2.08370299399512,0.00748630965046787,2.78753315403045
"CTDSP2",FALSE,FALSE,-0.279830976895767,0.0602430003668843,8.35717036340993
"CTH",FALSE,FALSE,-1.76348047218372,0.0521068014990713,6.74621754666246
"CTIF",FALSE,FALSE,-0.338570693059273,0.0779385162064257,5.28145198877882
"CTSF",FALSE,FALSE,-0.267051902922063,0.0884898826322521,6.61195226990854
"CTTNBP2",FALSE,FALSE,-1.04961502674747,0.0444146426768223,5.84105368394625
"CUX1",FALSE,FALSE,-0.639871530568587,0.0298145721105701,7.69258790369858
"CXXC5",FALSE,FALSE,-0.427515402908427,0.047735994308252,6.63722462867008
"CYB5A",FALSE,FALSE,-0.698569325648027,0.0266397809229116,6.63202026900422
"CYP26B1",FALSE,FALSE,-1.44991644179601,0.0445338105236657,4.06972084879065
"CYP2C41",FALSE,FALSE,-0.811330509418947,0.0209897811156995,1.27670293823711
"CYP39A1",FALSE,FALSE,-1.11494732134227,0.0979378511223804,6.3234830471516
"CYP4A106",FALSE,FALSE,-1.39412986589669,0.0542103188381865,8.08693500234327
"CYREN",FALSE,FALSE,-0.647440907769488,0.028480231176167,5.49139287117865
"CYYR1",FALSE,FALSE,-0.807276127837207,0.0291851151160565,1.87319340327957
"D2HGDH",FALSE,FALSE,-0.878122786464362,0.0248637292389291,4.87689889732551
"DAB1",FALSE,FALSE,-1.08006780598529,0.0420758070883764,5.77655087910279
"DAB2",FALSE,FALSE,-1.04719135761581,0.0322349824795049,8.81230409610224
"DACH1",FALSE,FALSE,-0.739758618791932,0.0562381303102195,3.52984159942797
"DARS1",FALSE,FALSE,-0.30746921091233,0.0771474017170072,6.28684413365225
"DCAF11",FALSE,FALSE,-0.334627730955444,0.0589993265624855,6.58724619331309
"DCAF5",FALSE,FALSE,-0.244734914548768,0.0221278343310035,6.17189836777796
"DCAF7",FALSE,FALSE,-0.398919909115776,0.0573409383441455,7.15336207297485
"DCC",FALSE,FALSE,-2.64899129800556,0.00400713808402086,0.499696291040609
"DCDC1",FALSE,FALSE,-0.779248813938652,0.0846121895277431,2.29227449029407
"DCLK2",FALSE,FALSE,-0.91758774200808,0.0096980186099262,2.12707028213033
"DCTN3",FALSE,FALSE,-0.402993363599503,0.0737554639456285,6.27272775321202
"DCUN1D2",TRUE,FALSE,-0.547295146808375,0.0465935621563914,4.56699892885622
"DCUN1D4",FALSE,FALSE,-0.598307137970246,0.0378953039432861,4.98977694468794
"DCXR",TRUE,FALSE,-0.837584200367077,0.0315879140754611,7.2784033245465
"DDAH1",FALSE,FALSE,-1.77760064208386,0.0136251768947207,7.53691637771656
"DDC",FALSE,FALSE,-1.66574162520215,0.0680165467107502,6.67092427504823
"DDIT4L",FALSE,FALSE,-1.61055395375886,0.0109293199483371,5.41368600935989
"DDN",FALSE,FALSE,-2.1325634079358,0.00940859769456809,4.81107865119348
"DDO",FALSE,FALSE,-1.09754116767054,0.0500901910739516,5.09735178628513
"DDT",FALSE,FALSE,-0.725942336631032,0.04407088444335,5.2510618033062
"DDX1",FALSE,FALSE,-0.319487813655572,0.0975679437173679,6.82106174351127
"DECR1",FALSE,TRUE,-1.23821871386694,0.0140673030043626,6.2106772334749
"DENND11",FALSE,FALSE,-0.893101403564359,0.050499815355131,7.4909758897325
"DENND2C",FALSE,FALSE,-0.456869907814623,0.099932060112229,2.12124674928933
"DEPDC7",FALSE,FALSE,-1.10479460589143,0.0331630571963194,3.93447698755646
"DERA",FALSE,TRUE,-0.449194381541221,0.0501801505186582,4.76015361988467
"DGCR2",FALSE,TRUE,-0.296384505430872,0.0432368558543333,7.55598507807502
"DGLUCY",FALSE,FALSE,-1.80762883063516,0.00468603654472011,1.41170932639483
"DHDH",FALSE,FALSE,-2.80497160238613,0.00392533768056333,8.21560297022237
"DHODH",TRUE,FALSE,-0.42224687220637,0.0680110008662441,3.88931260943143
"DHRS13",FALSE,FALSE,-0.708089916302572,0.058402532918948,3.33491286915606
"DHRS3",FALSE,FALSE,-0.358536209668905,0.0674859885393311,5.62715476834273
"DHX57",FALSE,FALSE,-0.275981201391319,0.0853667226394887,4.41550900268318
"DIAPH1",FALSE,FALSE,-0.33428038561639,0.0941226717946473,7.47844424503533
"DIO1",FALSE,FALSE,-1.9280689054169,0.00880907764466999,6.3370222995636
"DIPK1B",FALSE,FALSE,-1.76030787367232,0.014996294444379,5.48974060052085
"DLD",FALSE,TRUE,-0.782170433283675,0.0892649856453942,7.06948088023658
"DLG1",FALSE,FALSE,-0.37918352592801,0.0757912107305215,5.8293596320816
"DLG2",FALSE,FALSE,-1.50988466322536,0.00293465814717779,3.66293193058325
"DLG3",FALSE,FALSE,-0.564963749961493,0.0133891138392025,5.2791590783967
"DLL4",FALSE,TRUE,-1.33441546247515,0.0045423226722816,4.24850097126402
"DLST",FALSE,FALSE,-0.82110028302364,0.0457131150010479,7.12541817607468
"DMAC1",FALSE,FALSE,-0.532767601051134,0.0310672347767109,3.71755752405158
"DMAC2",FALSE,FALSE,-0.37295089941388,0.0485354503445092,4.94965521659903
"DMD",FALSE,FALSE,-0.522841128505784,0.0942463255181044,3.27623503457881
"DMGDH",FALSE,FALSE,-1.7531536065204,0.0416512565541947,6.48958836651622
"DMRT2",FALSE,FALSE,-1.48322572713066,0.0208960878408056,2.56351760869977
"DMTN",FALSE,FALSE,-0.903516615037238,0.0329402684979445,6.77538418708215
"DMXL2",FALSE,FALSE,-0.985399624302508,0.0923219158451481,6.36773006590323
"DNAJA1",FALSE,FALSE,-0.483465430965254,0.097548411714452,6.16110479964311
"DNAJA2",TRUE,FALSE,-0.278605561473915,0.071501411550823,6.40173039193502
"DNAJB1",FALSE,FALSE,-0.71310581562619,0.0602826829083206,5.96825145328529
"DNAJC15",FALSE,FALSE,-0.555692097866648,0.0269013387231636,4.44544697193239
"DNAJC19",FALSE,FALSE,-0.794256816236929,0.0165687108238692,4.49555492478093
"DNAJC28",FALSE,TRUE,-0.930648230490925,0.0480884855409424,2.71058594939873
"DNAJC4",FALSE,FALSE,-0.524982060934537,0.0233444639307763,5.11842985991412
"DNAJC6",FALSE,FALSE,-1.05714990837775,0.0470256142298733,2.50360415922439
"DOCK5",FALSE,FALSE,-0.562807971653855,0.0988301503270592,6.87789083995843
"DPCD",FALSE,FALSE,-0.593399487664288,0.0253160214381116,5.36531701923027
"DPEP1",FALSE,FALSE,-0.875150388535578,0.045537289264212,6.30256455599456
"DPF3",TRUE,TRUE,-1.73425495349602,0.00468603654472011,3.96666780396561
"DPH5",FALSE,FALSE,-0.432353576112527,0.0176659100540175,4.48203725441114
"DPP10",FALSE,FALSE,-1.64699827054677,0.023886407704992,2.37394283594931
"DPP4",FALSE,FALSE,-1.21171483484076,0.0239447399098357,6.91934772918925
"DPYS",FALSE,FALSE,-1.74722177502531,0.0225774013319588,9.83110570789849
"DRG2",FALSE,FALSE,-0.41481306160502,0.0588978893881007,5.53457502661881
"DSC3",FALSE,TRUE,-1.8287244346623,0.0289060823853914,0.840596336397707
"DSTYK",FALSE,FALSE,-0.423174176612565,0.027655135111022,6.02836997647319
"DTNB",FALSE,FALSE,-0.368778578588577,0.0964685302572608,5.18803363020961
"DTNBP1",FALSE,FALSE,-0.528548419303616,0.0356356181085279,4.19839526195553
"DUS4L",FALSE,TRUE,-0.511381941281837,0.0590868988717542,2.72142125391935
"DUSP28",FALSE,FALSE,-0.467121784517394,0.0520680565803527,3.67174010312264
"DYNC2I1",FALSE,FALSE,-0.336584137360496,0.0804992320594531,4.48389134837311
"DYNC2I2",FALSE,FALSE,-0.456076932055223,0.0334939647966803,4.6714774873697
"DYNLL2",FALSE,FALSE,-0.513346318778889,0.0380289518637857,7.88485929408681
"DYNLRB2",TRUE,FALSE,-0.808681871863204,0.0223895294027724,3.58783437382294
"DYSF",FALSE,FALSE,-0.571270064197014,0.0786408573386373,6.60162564319137
"DZIP3",FALSE,FALSE,-0.522829162502354,0.0674147414603933,3.6850800111134
"EAF2",FALSE,FALSE,-0.748345572262604,0.0380653255817739,2.83276829702405
"EBPL",FALSE,FALSE,-0.64567257829741,0.0690509663788056,3.3423175997597
"ECHDC2",FALSE,FALSE,-0.810294699184709,0.0440550134082908,5.83610831317943
"ECHDC3",FALSE,FALSE,-1.07829650910512,0.0892244813574951,4.94236027248947
"ECHS1",FALSE,TRUE,-1.19097075871261,0.0289893394569801,9.36571263462065
"ECI1",FALSE,FALSE,-0.960190676100488,0.0443536895420498,7.34143665318805
"ECI2",FALSE,FALSE,-1.27354403484851,0.00638640839435599,6.72532698502585
"ECPAS",FALSE,FALSE,-0.303001904152386,0.0875162696416393,7.06020343825585
"ECT2L",FALSE,FALSE,-0.868359627864748,0.0936805921932223,3.19519056344337
"EDA",FALSE,FALSE,-0.712660540236556,0.00965195867237319,3.279000221294
"EDRF1",FALSE,FALSE,-0.58654152356304,0.00676381936505566,5.95764411177403
"EFCAB2",FALSE,FALSE,-0.794731453653596,0.00772222279161359,3.69789512040925
"EFEMP1",FALSE,TRUE,-0.626717926200615,0.0521589598882945,8.03648416327474
"EFHD1",FALSE,TRUE,-0.71276838903345,0.0349941594481518,6.90164214016641
"EFNB2",FALSE,FALSE,-0.643274198029228,0.00984939357205143,5.42228655964756
"EFNB3",FALSE,FALSE,-1.3101999381556,0.0332219741333026,0.84930617856762
"EGF",FALSE,FALSE,-3.32365832771949,0.00988940196542826,6.93999273964688
"EGLN1",FALSE,FALSE,-0.473359018614967,0.0144923202630453,5.53461514612035
"EGLN3",FALSE,FALSE,-0.64996606728003,0.0287589405617616,5.52368055763931
"EHD3",FALSE,FALSE,-0.888823873981218,0.0338816138694026,5.65429805392184
"EI24",FALSE,FALSE,-0.636265395196024,0.0372125888031916,6.85879733644549
"EIF3L",FALSE,FALSE,-0.301643114985118,0.0988301503270592,7.90393392516377
"EIF4A2",FALSE,FALSE,-0.483357733906912,0.0123093555630741,8.37770761556373
"EIF4E3",FALSE,FALSE,-0.635507628559809,0.0288562233352028,5.63136761154783
"EIF4EBP2",FALSE,FALSE,-0.728661549537915,0.0392357919870153,7.86960224131153
"ELAPOR2",FALSE,FALSE,-1.2979520858658,0.0452805827709599,2.10126890722202
"ELF5",FALSE,FALSE,-1.72323832595498,0.0121229004048676,2.10805020284828
"ELL3",FALSE,FALSE,-0.623967483397551,0.0326797246776423,2.58222720370557
"ELOVL7",TRUE,TRUE,-0.920055549877687,0.0216267781057787,3.25545996278735
"EMC3",FALSE,TRUE,-0.481578652352076,0.0377645465367431,6.23476318351875
"EMID1",FALSE,FALSE,-0.846543210951732,0.0487503359165734,4.49756747924277
"EML5",FALSE,FALSE,-0.452433195932631,0.0636109358826752,3.02659090816206
"EMX1",FALSE,FALSE,-1.49587894973875,0.0146499492356548,4.58986647536524
"ENGASE",FALSE,FALSE,-0.924704856752737,0.0123093555630741,5.10607979346871
"ENKD1",FALSE,TRUE,-0.601937529412251,0.0325134744173975,2.91950949177561
"ENOSF1",FALSE,FALSE,-0.635929625365289,0.0976032984204147,5.44070453271137
"ENOX1",FALSE,FALSE,-0.766606025101992,0.0998640037345825,4.08700925101949
"ENPP6",FALSE,FALSE,-1.77980829336717,0.039275491847794,6.55689634929424
"ENTPD5",FALSE,FALSE,-1.08362074689176,0.0339220160092279,6.79780082169311
"EPB41L3",FALSE,FALSE,-0.998662269806684,0.0755488632695622,6.14539652132822
"EPB41L4B",FALSE,FALSE,-0.971958936373292,0.0809540267944941,4.60704823235395
"EPB41L5",FALSE,FALSE,-0.804339211330039,0.0502128754302603,5.66814739144863
"EPHA5",FALSE,FALSE,-1.59688643676258,0.0396953759814075,0.113760647669047
"EPHX2",FALSE,FALSE,-1.16209756676606,0.0446743909808178,7.02883938156888
"EPN1",FALSE,FALSE,-0.385584686188142,0.0884898826322521,7.54765757670104
"EPS8L2",FALSE,FALSE,-0.742678294870505,0.028387985848257,7.55660269841046
"ERBB2",FALSE,FALSE,-0.54310166010733,0.0260818836275402,7.77268321233081
"ERBB4",FALSE,FALSE,-0.897560103076787,0.0633157139668551,3.30844348886176
"ERLIN2",FALSE,FALSE,-1.17145799100212,0.0131725996116402,7.29651361812533
"ERP29",FALSE,FALSE,-0.670212641097363,0.0620765518259749,8.14126265826963
"ESD",FALSE,FALSE,-0.594203433151371,0.0508458384057039,6.3208298034593
"ESPN",FALSE,FALSE,-1.16593152128653,0.038474502238603,5.51386762811964
"ESRP2",FALSE,FALSE,-0.875116665542405,0.042051848167821,6.00551521310552
"ESRRA",FALSE,FALSE,-0.616565060989549,0.0889287925938677,6.46592409102654
"ESRRB",FALSE,FALSE,-1.23719169277586,0.0538021583252273,2.05498198866839
"ESRRG",FALSE,FALSE,-1.38458921475831,0.0289070598216037,5.18684164722576
"ETFA",TRUE,FALSE,-0.781105620414821,0.0988947247356186,7.09268289032044
"ETFB",FALSE,TRUE,-0.785876169238513,0.0283528805045215,7.16336653513758
"ETFBKMT",FALSE,FALSE,-0.574781994216869,0.0876625337700169,4.25312257295291
"ETFDH",FALSE,FALSE,-0.901741815247354,0.0836360998428651,5.78089742506262
"EVC",FALSE,FALSE,-0.724059081581929,0.00645919648697469,7.23545566112854
"EXOC3L2",FALSE,TRUE,-0.784348939935871,0.0133891138392025,6.11148931451162
"EXOC4",FALSE,FALSE,-0.295214592252273,0.050690202634166,5.36033948700368
"EXTL1",FALSE,TRUE,-3.56257648011597,0.0241781770485801,2.06423687964694
"EZH1",FALSE,FALSE,-0.37890909807665,0.0785745237161324,6.60397078318824
"F13B",FALSE,FALSE,-2.5950522346422,0.0667948355958693,2.43143909837104
"F2",FALSE,FALSE,-1.37692620157734,0.0829512344248442,3.08821091957461
"F5",FALSE,FALSE,-0.904671921613331,0.0940131309277561,5.81070000483729
"F8",TRUE,FALSE,-0.80302284410749,0.0385185423774176,5.43424373828291
"FAAH",FALSE,FALSE,-1.82758976122934,0.0141010765844496,8.14575068188863
"FABP1",FALSE,FALSE,-2.37273076332119,0.0248028159253988,3.06058312149222
"FABP3",TRUE,TRUE,-1.78052526111573,0.00837815022340554,4.89970071963678
"FAM117A",FALSE,FALSE,-0.995774419613404,0.00592450142404079,5.7120186629094
"FAM120B",FALSE,FALSE,-0.217348993156592,0.0674190038815155,5.43146566663284
"FAM136A",FALSE,FALSE,-0.43651868871433,0.0528098181409885,4.11557850395011
"FAM13A",FALSE,FALSE,-0.918930875084643,0.0148189544751414,5.48919753800086
"FAM149B1",FALSE,FALSE,-0.311177223494387,0.07752796233872,3.50880533827757
"FAM161A",FALSE,FALSE,-0.550853822852459,0.060711221821393,3.82460863115657
"FAM161B",FALSE,FALSE,-0.954941618677108,0.00952286953324393,3.31620041018367
"FAM162A",TRUE,FALSE,-0.580138034535942,0.015365971340705,5.96213574305459
"FAM168A",FALSE,FALSE,-0.361457375817865,0.0418087988218639,6.1933951135177
"FAM181B",FALSE,FALSE,-0.614806057245997,0.0480884855409424,2.21811241530969
"FAM204A",FALSE,FALSE,-0.354099627440034,0.047523685217286,4.9758182072544
"FAM20B",FALSE,TRUE,-0.377135812210216,0.0318533290191409,6.1634863297209
"FAM20C",FALSE,FALSE,-0.529065972830091,0.0885535602964527,6.90931906268203
"FAM210A",FALSE,FALSE,-0.736785668591855,0.0734825944539518,3.34819667423875
"FAM210B",FALSE,FALSE,-0.452275006558502,0.0306658265697774,6.46544617703783
"FAM222A",FALSE,FALSE,-0.733329934635186,0.010581867643419,2.11632472201775
"FAM222B",FALSE,FALSE,-0.472863924812714,0.025189977887088,4.06470893477176
"FAM234A",FALSE,FALSE,-0.407167804830644,0.0819606584206112,6.77168139578091
"FAM241B",TRUE,FALSE,-0.731486823278245,0.057342200760497,3.93636254491922
"FAM43B",FALSE,FALSE,-1.43111714033276,0.0114151123414593,4.65583011202279
"FAN1",FALSE,FALSE,-0.289839569941093,0.0229975172686198,4.77447721295362
"FANCC",FALSE,FALSE,-0.799964701054846,0.0063247569769738,1.57420199868282
"FANCF",FALSE,FALSE,-1.37984430860328,0.00493737043400074,3.95265303821829
"FANCL",FALSE,FALSE,-0.698082459142515,0.0662130943078051,3.18352327920221
"FANK1",FALSE,FALSE,-1.64181099029755,0.020593410302916,3.20660808693796
"FASTKD2",FALSE,FALSE,-0.544646582501475,0.0562381303102195,3.98528994428474
"FAXDC2",FALSE,FALSE,-1.09017405545906,0.0962699432602189,8.10765012633715
"FBP1",FALSE,FALSE,-1.59990054875836,0.0166910362486538,7.42335547302474
"FBP2",FALSE,FALSE,-1.36048152702398,0.0453052403880006,6.42614933259294
"FBXO16",FALSE,FALSE,-0.904957516997007,0.0209897811156995,1.82032918639514
"FBXO27",FALSE,FALSE,-0.708865854992236,0.0993116819026876,2.69695023191446
"FBXO28",FALSE,FALSE,-0.646933207215933,0.0204142355786451,5.35766009447289
"FBXO3",FALSE,FALSE,-0.441604493038124,0.0970384443502226,5.11546224410796
"FBXO36",FALSE,FALSE,-0.850329754370648,0.0811251148209067,1.94085498926878
"FCGRT",FALSE,FALSE,-0.46688428163626,0.0290304935536055,7.96375590716721
"FDX1",FALSE,FALSE,-0.813874925294975,0.0626477809841894,5.35143468207515
"FDXACB1",FALSE,FALSE,-0.40455588734764,0.0873755904757085,2.4156415231651
"FERMT1",FALSE,FALSE,-1.33494766259216,0.0289060823853914,3.91342851685127
"FGF1",FALSE,FALSE,-2.06216370912704,0.00734567043229686,5.72598684610796
