"gene_symbol","err_positive","control_positive","log_fc","fdr","ave_expr"
"ATP5F1D",FALSE,FALSE,-0.543556260229815,0.0533952623574457,7.1952942777065
"ATP5F1E",FALSE,FALSE,-0.558454716768148,0.0357796332845377,7.48749497980511
"ATP5MC1",FALSE,FALSE,-0.751501101341529,0.0386041938209646,7.07177019758889
"ATP5MC3",TRUE,TRUE,-0.714108211699777,0.0619645499721131,7.55808439295918
"ATP5MF",FALSE,FALSE,-0.628448604208714,0.0226704798171738,6.18792596901669
"ATP5MG",FALSE,FALSE,-0.677213779620002,0.0147878230249356,6.70392798666546
"ATP5MJ",FALSE,FALSE,-0.363617525387368,0.0867385200765348,6.09229784152472
"ATP5PD",FALSE,FALSE,-0.46479418487907,0.0460653664085305,6.70485539260151
"ATP5PF",TRUE,FALSE,-0.610306615388343,0.0394319241463831,6.47467929159762
"ATP5PO",TRUE,FALSE,-0.512420278021232,0.0326927743927823,7.38818515468681
"ATP6AP1",FALSE,FALSE,-0.326502679836197,0.0755488632695622,7.52418058287514
"ATP6V0A1",FALSE,FALSE,-0.84655811986059,0.0800183296266112,7.77292465993446
"ATP6V0A4",FALSE,TRUE,-1.11296219837631,0.0196412986290206,6.6735355434541
"ATP6V0C",FALSE,FALSE,-0.413137013880696,0.0950191939679029,8.26357109678995
"ATP6V0D2",FALSE,FALSE,-1.00779985994239,0.0693929384882165,4.28710822923355
"ATP6V1B1",FALSE,FALSE,-1.13248082297393,0.0260791223711332,7.82211670552945
"ATP6V1C2",FALSE,FALSE,-2.03131315627542,0.00316083001948708,4.63328185798052
"ATP6V1D",FALSE,FALSE,-0.704793796453294,0.0193624541871916,6.27623075247033
"ATP6V1E1",FALSE,FALSE,-0.584004424996635,0.046194096771233,6.67583267380658
"ATP6V1E2",FALSE,FALSE,-1.95999021314228,0.00389864211258081,1.63092930438926
"ATP6V1G1",FALSE,FALSE,-0.386798677852527,0.0543063640893761,7.16385309626042
"ATP6V1G3",FALSE,FALSE,-2.06071099295194,0.00260121202556568,3.72457423702425
"ATP8A2",FALSE,FALSE,-2.47084447479064,0.0767660586515085,2.84637034870977
"ATPAF2",FALSE,FALSE,-0.839605615647077,0.0162353423138491,4.2041336034202
"AUH",TRUE,FALSE,-1.0303552662375,0.046368914403077,6.51734829428973
"AUTS2",FALSE,FALSE,-0.794177473473319,0.0199151708693795,5.58000782947736
"AVPR1A",FALSE,FALSE,-1.39610644626475,0.0285277918273605,2.79323545659626
"AZGP1",FALSE,FALSE,-2.24959708688509,0.0330913390502488,4.29111590911521
