"gene_symbol","log_fc","fdr","mean_tissues","frac_kidney_specific","mean_fold_change","n_enhancers","state"
"FAM131C",0.0216887739497631,0.960281563501289,2,0.667,4.464,3,"unchanged"
"FAM133B",-0.156310002889893,0.424183959170742,3,0,3.34,1,"unchanged"
"FAM13C",-0.000923585465927301,0.999212815254108,4,0,4.294,1,"unchanged"
"FAM149B1",-0.305933134758861,0.0839013654718288,7,0,4.372,1,"repressed"
"FAM151A",-0.505897715418516,0.629751221703388,1,1,4.908,1,"unchanged"
"FAM161B",-0.955810926832779,0.0117359827762105,3,0,4.601,1,"repressed"
"FAM163A",0.29549951709127,0.803872625407002,1,1,3.794,3,"unchanged"
"FAM166B",-0.482799263916229,0.285700601795875,4,0.167,3.697,6,"unchanged"
"FAM168A",-0.36486508926818,0.0445310321105646,7,0,19.543,1,"repressed"
"FAM169A",-0.188605714365561,0.815039733773733,3.5,0,7.647,6,"unchanged"
"FAM171A1",0.376866905843823,0.186721321008221,2,0,3.733,1,"unchanged"
"FAM172A",0.224056491785561,0.352256450087852,2,0.5,3.297,2,"unchanged"
"FAM174A",-0.146694554619412,0.323722122643183,3,0,2.663,1,"unchanged"
"FAM181B",-0.619075074438508,0.052389702604133,2.714,0.286,4.093,7,"repressed"
"FAM187A",0.076225780144668,0.858570210468889,2,0,2.271,1,"unchanged"
"FAM189A2",-0.146407378349933,0.629404697719047,4,0,5.409,3,"unchanged"
"FAM20A",1.42428547252617,0.0128284909956858,3,0.308,3.501,13,"induced"
"FAM20C",-0.528948168936759,0.0972001615310889,2,0,2.984,2,"repressed"
"FAM210A",-0.711299131493311,0.0737797801098688,1.5,0.5,3.874,2,"repressed"
"FAM214A",-0.156143803335214,0.509261637869935,5,0,17.579,2,"unchanged"
"FAM222A",-0.740523573252317,0.0117359827762105,5.5,0,6.453,2,"repressed"
"FAM222B",-0.463294965352693,0.0268314263592548,7,0,19.325,1,"repressed"
"FAM228A",0.315812268810455,0.652453323283204,2,0,3.221,1,"unchanged"
"FAM234A",-0.404464538915027,0.0910252210895447,7,0,31.66,1,"repressed"
"FAM24B",0.0184825629142348,0.979125527766034,2,0,2.924,1,"unchanged"
"FAM32A",-0.152842126042263,0.258734145560299,7,0,6.588,1,"unchanged"
"FAM3A",-0.0870456717231729,0.612206588525098,6,0,3.987,1,"unchanged"
"FAM3C",0.488139704030142,0.0207945221023943,7,0,7.778,2,"induced"
"FAM43A",0.766503810601075,0.0654166437751908,6,0,11.975,2,"induced"
"FAM71E1",0.755191238105961,0.192923281589666,7,0,13.342,1,"unchanged"
"FAM71F1",0.652945791834204,0.17766173279722,4,0,4.719,3,"unchanged"
"FAM78A",1.70325780907121,0.0653820812601504,6.25,0,5.787,4,"induced"
"FAM81A",-0.636393536362381,0.125066749083875,1.143,0.857,4.018,7,"unchanged"
"FAM83G",-0.522312426682419,0.283617787694612,1,1,5.981,1,"unchanged"
"FANCD2",0.299941466607025,0.132299837820641,7,0,5.368,1,"unchanged"
"FANCF",-1.37916576967995,0.00655177768067473,7,0,5.981,1,"repressed"
"FANCI",0.587193378677021,0.151914624469595,7,0,7.473,1,"unchanged"
"FANCL",-0.711885787335822,0.064177544497784,6,0,9.355,1,"repressed"
"FANK1",-1.63501769022161,0.0247630002201367,4,0,2.957,2,"repressed"
"FAP",2.59299375745022,0.0296802256887203,1,1,3.681,1,"induced"
"FARP1",-0.502895057672829,0.164971708036073,1.692,0.462,4.397,13,"unchanged"
"FASTKD2",-0.551985743099086,0.0577219933704978,2,0,3.374,1,"repressed"
"FASTKD5",-0.239971525068328,0.27620286990397,4.5,0,5.768,2,"unchanged"
"FAT1",-0.240606694825143,0.23791636661252,1.25,0.75,3.998,4,"unchanged"
"FAT2",-0.414786623908097,0.63333938153942,3.5,0,5.815,2,"unchanged"
"FBF1",-0.0862673539136116,0.803841890257184,2,0,3.046,2,"unchanged"
"FBH1",-0.08099107255891,0.562143502286701,3,0,3.446,1,"unchanged"
"FBLIM1",1.34047676804971,0.00893413836194193,5.667,0,9.68,3,"induced"
"FBLN1",2.19998908827549,0.00855584688774406,4,0,8.064,3,"induced"
"FBLN2",0.129133638584902,0.793257436266966,3,0,3.442,4,"unchanged"
"FBLN5",0.382570516699305,0.541853847130041,1.5,0.643,3.508,14,"unchanged"
"FBN3",0.608938768093051,0.368853720152562,1,1,6.147,2,"unchanged"
"FBP1",-1.58674534801361,0.0204105787660072,1.6,0.4,4.441,5,"repressed"
"FBRSL1",-0.180390940526842,0.181556447734275,3,0,2.914,1,"unchanged"
"FBXL18",0.0302443295719241,0.838340941407214,1,1,2.846,1,"unchanged"
"FBXL5",0.00445119224587032,0.988113132555739,2,0.5,3.059,2,"unchanged"
"FBXL8",0.587437549587592,0.35429213218277,2,0,3.895,1,"unchanged"
"FBXO17",-1.17894965528268,0.111687628685531,1,1,3.067,1,"unchanged"
"FBXO21",-0.0203119100478784,0.924347586859538,2,0,4.667,4,"unchanged"
"FBXO22",-0.411953548037808,0.146005057450114,1,1,3.658,4,"unchanged"
"FBXO25",-0.221811992741134,0.176491625724477,5,0,5.987,2,"unchanged"
"FBXO27",-0.720335929469552,0.10009667204091,2,0,6.147,1,"unchanged"
"FBXO3",-0.421417138133233,0.0888796958494696,5,0,7.515,1,"repressed"
"FBXO31",-0.269861913517039,0.452144467357432,6.333,0,12.938,3,"unchanged"
"FBXO32",0.520638609391818,0.106406711957445,2.4,0,3.312,5,"unchanged"
"FBXO33",-0.149039608669429,0.481924537318977,1,1,3.374,1,"unchanged"
"FBXO42",-0.0182430604856574,0.906514046057449,2,0,3.221,1,"unchanged"
"FBXO46",0.311975900667425,0.195692505312019,3,0,3.072,1,"unchanged"
"FBXO7",-0.174049228610834,0.239049340696279,4,0,2.697,1,"unchanged"
"FBXW11",-0.0644025358227776,0.747953713572972,3,0,2.88,2,"unchanged"
"FBXW2",-0.360702346916802,0.171503984000511,1.75,0.5,3.03,4,"unchanged"
"FCER1G",1.57769946269026,0.0267736783843623,2.667,0,3.527,3,"induced"
"FCF1",0.00130848178683518,0.994389436219811,5,0,4.494,1,"unchanged"
"FCGR1A",2.49427730950735,0.0146613043565719,7,0,22.442,1,"induced"
"FCGR2B",3.09475826274505,0.00782846270572952,5.333,0,4.353,3,"induced"
"FCGR3A",2.61818070929883,0.00330146632416522,6.333,0,6.501,3,"induced"
"FCHO2",-0.563615066143336,0.218403352730876,4.25,0,12.811,4,"unchanged"
"FCHSD2",0.247022333145205,0.389142155239879,3.8,0,4.726,5,"unchanged"
"FCMR",2.78612024362441,0.0293608387028002,2.8,0.6,5.544,5,"induced"
"FCRLA",3.52986144683261,0.0505410618614913,5.333,0,4.353,3,"induced"
"FCRLB",1.41245173523377,0.0646604139444901,5.333,0,4.353,3,"induced"
"FDX1",-0.817077338593819,0.0698005674777775,2,0,3.527,1,"repressed"
"FDX2",-0.113293575173334,0.610511646180182,1,1,2.607,1,"unchanged"
"FEM1A",-0.0561442975615858,0.734731329472203,7,0,2.635,1,"unchanged"
"FER",-0.231580159305556,0.27730107852866,7,0,12.873,1,"unchanged"
"FER1L6",0.0519695707282928,0.972689749124757,1,1,3.34,1,"unchanged"
"FERMT2",-0.251358944159292,0.275091956281655,3,0,2.672,1,"unchanged"
"FERMT3",2.03918412271059,0.033079732841323,1.5,0.5,3.451,2,"induced"
"FFAR2",1.16154147517428,0.136036238604964,6,0,3.067,1,"unchanged"
"FGD2",1.68282712134483,0.0566549400084158,4,0,2.672,1,"induced"
"FGD3",0.329302095761975,0.467090774412554,5,0.25,3.998,4,"unchanged"
"FGD6",0.425202947372754,0.214324237796564,3.75,0,3.107,4,"unchanged"
"FGF13",0.293335304343057,0.631500092631137,3,0,3.221,1,"unchanged"
"FGFR1OP2",0.0498767294655584,0.81566773860807,1.6,0.5,3.525,10,"unchanged"
"FGFR2",-0.68922432476555,0.0189036918046824,2.6,0.4,4.067,5,"repressed"
"FGFR3",-0.1179562045369,0.566838291288291,2.5,0,3.067,2,"unchanged"
"FGGY",-0.675386412650498,0.0481566332096095,3.364,0.182,4.316,11,"repressed"
"FGL2",1.40320665198794,0.00583861250673906,3,0,2.411,2,"induced"
"FHDC1",0.829803555520858,0.172452823579529,5.25,0,5.51,4,"unchanged"
"FHIT",-0.807783080787249,0.0666080828904693,3,0.667,8.674,3,"repressed"
"FHL1",1.61835680913281,0.00964917685182227,5,0,2.76,1,"induced"
"FHL2",0.660990685001893,0.0813881004750893,2.333,0.333,3.145,3,"induced"
"FHL3",1.28492077803962,0.022513202247527,5,0,3.681,1,"induced"
"FIBIN",1.34719983889746,0.0334276836056818,1.4,0.7,3.855,10,"induced"
"FICD",0.859603848916615,0.0131548879972787,7,0,19.661,1,"induced"
"FIGNL1",-0.092085725436142,0.759446332498799,1,1,2.42,1,"unchanged"
"FILIP1L",0.686564644908493,0.070129253992953,3.5,0,3.8,2,"induced"
"FIZ1",-0.150084802456647,0.443101169825155,6,0,6.476,1,"unchanged"
"FKBP15",-0.368376329814433,0.0491070503162961,3.333,0,3.486,3,"repressed"
"FKBP5",2.06114512712837,0.0347812846308592,4.333,0,3.661,3,"induced"
"FKBPL",-0.165062991410224,0.619767612185737,6,0,6.429,1,"unchanged"
"FKRP",0.0503964564561752,0.803739216739876,4.5,0,2.867,4,"unchanged"
"FKTN",-0.121141796255622,0.763971283126023,7,0,12.501,1,"unchanged"
"FLACC1",0.00782227234512356,0.987910591627655,2.125,0.625,5.006,8,"unchanged"
"FLCN",-0.129538605679032,0.585596169247521,3,0,3.511,1,"unchanged"
"FLI1",0.298236443093478,0.475038322911319,2,0,2.885,2,"unchanged"
"FLNC",1.82602690888934,0.0117359827762105,5.75,0,3.428,4,"induced"
"FLRT1",-0.395718985192757,0.44199905812249,1.9,0.6,4.138,10,"unchanged"
"FLT1",-1.09405918855815,0.0108687546717975,2.8,0.1,4.062,20,"repressed"
"FLT3LG",0.298017318493382,0.579640220440821,4,0.2,4.577,5,"unchanged"
"FLVCR2",-0.430727031155828,0.0924740262851425,2.667,0.333,4.127,6,"repressed"
"FMNL1",2.29015809759537,0.031798585121415,5,0,2.79,3,"induced"
"FMO1",-4.1053102217428,0.00901672680920612,3.167,0,5.266,6,"repressed"
"FMO2",1.55630245023444,0.0300385159746255,4,0,4.416,3,"induced"
"FMOD",1.48869649130336,0.0492878236177344,2.75,0.5,3.819,4,"induced"
"FNIP2",-1.19713177189786,0.0215812549216285,2,0.4,4.471,5,"repressed"
"FOCAD",0.0839079929730699,0.673933339320961,6,0,4.908,1,"unchanged"
"FOLR1",-1.46456110113238,0.109445410927028,2,0,3.374,2,"unchanged"
"FOSB",-0.161525958582189,0.898038142465522,6,0,4.529,4,"unchanged"
"FOSL2",1.02982069670662,0.00558578197927428,3.25,0,4.217,4,"induced"
"FOXC1",-0.203254550879446,0.651274137422108,1,1,3.297,2,"unchanged"
"FOXD1",0.726255394271936,0.122268093286634,1,1,3.015,1,"unchanged"
"FOXD2",-0.651122989619007,0.186217312814842,5,0,6.288,1,"unchanged"
"FOXI1",-1.3503212932461,0.0110861569905551,1.5,0.5,3.297,2,"repressed"
"FOXJ1",1.83820293293394,0.0156800068902584,4,0,10.87,1,"induced"
"FOXL1",1.19368248768637,0.0335304840110292,2.25,0.375,4.823,8,"induced"
"FOXM1",1.75660200290352,0.0196807074673522,7,0,11.095,1,"induced"
"FOXN2",0.132760783277906,0.607255143481255,3.5,0,3.297,2,"unchanged"
"FOXO1",0.253653549585359,0.427703327649613,2.316,0.395,3.653,38,"unchanged"
"FOXP2",-0.0829980227729784,0.900464314857877,4.5,0,3.69,2,"unchanged"
"FOXP4",0.663731216976495,0.0178158053101031,6,0,5.214,1,"induced"
"FOXRED1",-1.09093456555089,0.00954574842525895,4.333,0,10.083,3,"repressed"
"FOXRED2",0.505184554915202,0.0962379105010904,6.333,0,4.319,3,"induced"
"FRA10AC1",-0.212038895438163,0.44929140420125,2,0,6.142,1,"unchanged"
"FRAT1",0.0368559189953634,0.922343185544508,4.8,0,6.01,5,"unchanged"
"FRAT2",-0.280763794457791,0.316438624947946,7,0,13.033,1,"unchanged"
"FREM1",0.400013111794497,0.247592901795315,2.5,0,3.276,2,"unchanged"
"FREM3",-2.59842363594904,0.00409405845559333,1,1,2.607,1,"repressed"
"FRG1",0.139046435706484,0.3586031236346,4,0,3.374,1,"unchanged"
"FRMD1",-1.14445720979961,0.0140556958724204,1,1,3.706,2,"repressed"
"FRMD6",0.76335572971182,0.0665377243063735,4,0,5.81,8,"induced"
"FRMD7",-1.20924114133414,0.035688997130092,1.5,0.5,3.911,4,"repressed"
"FRMPD2",2.05212536259567,0.0579580108768034,2,0,3.374,1,"induced"
"FRRS1",-0.273211363955269,0.465490981881428,1,1,1.916,1,"unchanged"
"FRS2",-0.233820524264329,0.39166066884427,5,0,3.134,1,"unchanged"
"FRS3",0.0955487456485251,0.758814979886907,5,0,3.374,2,"unchanged"
"FRY",-0.382165734278267,0.248545413107407,2,0.5,3.297,4,"unchanged"
"FRYL",-0.265556571810333,0.145374916339332,2.5,0.5,2.929,2,"unchanged"
"FRZB",-1.74419136644267,0.0183738556553975,1.25,0.75,3.399,4,"repressed"
"FSCN1",0.399001358923521,0.256682012109033,3,0,3.067,1,"unchanged"
"FSD1L",-0.119780350465765,0.806431356525059,4.5,0,7.348,2,"unchanged"
"FSD2",-0.931774654080016,0.0433119588267636,3.25,0,3.488,4,"repressed"
"FSTL1",0.808819790203867,0.0697435449857761,4,0,2.144,1,"induced"
"FSTL3",2.08695527075092,0.00330146632416522,6,0,10.909,2,"induced"
"FSTL4",1.09487249804831,0.184221365029668,4,0,4.275,1,"unchanged"
"FTCD",-5.19800542223087,0.00909853299408436,6,0,5.061,1,"repressed"
"FTSJ1",-0.168146085776446,0.241964504892875,6,0,8.895,1,"unchanged"
"FTSJ3",0.222508925110428,0.205640859642847,2,0,5.503,3,"unchanged"
"FUNDC1",-0.143118375256318,0.531137515676507,5,0,2.914,1,"unchanged"
"FUNDC2",-0.395925055120673,0.0845446801702531,3.667,0,3.578,3,"repressed"
"FURIN",0.31728411224927,0.0419963539993687,5.5,0,3.5,2,"induced"
"FUT2",0.286635359586282,0.465787438699196,2,0,3.067,1,"unchanged"
"FUT4",0.310947300832233,0.246511047053525,7,0,18.317,1,"unchanged"
"FUT8",-0.0299470992439161,0.911690082293746,2,0,3.067,1,"unchanged"
"FXN",-0.412132319730222,0.0889828867526831,7,0,11.758,1,"repressed"
"FXYD2",-1.37744219648284,0.0105390390043814,2,0.5,3.954,2,"repressed"
"FXYD6",0.492187926023023,0.281768757551841,3.778,0,4.102,9,"unchanged"
"FYB1",0.994513237708259,0.109245541547324,3,0,3.495,1,"unchanged"
"FYN",0.309098076052956,0.501711609213762,4.5,0,3.327,6,"unchanged"
"FYTTD1",-0.318283229446297,0.162337804888587,7,0,11.539,1,"unchanged"
"FZD2",0.159918108888029,0.773685610443737,2.667,0,3.986,6,"unchanged"
"FZD4",-0.573869615786821,0.0517922039714266,6.5,0,8.45,2,"repressed"
"FZD7",-0.0295608182843115,0.890852961604511,1.5,0.5,2.859,2,"unchanged"
"FZD8",-0.379996750618463,0.0966146699192405,3,0,4.294,1,"repressed"
"FZD9",-0.194831887244931,0.725279560759904,2.667,0,3.076,3,"unchanged"
"FZR1",0.00703293243292169,0.961983354568322,2,0,4.098,1,"unchanged"
"G3BP1",0.109638318246553,0.409444626268982,2,0,4.494,1,"unchanged"
"G3BP2",-0.0119326319947666,0.962873291637686,2.75,0.5,3.749,4,"unchanged"
"G6PC1",-2.48252384614611,0.0374399784443729,4.5,0.167,7.712,6,"repressed"
"GAB1",-0.288152481231877,0.188530255199347,4.5,0,5.19,2,"unchanged"
"GAB2",0.639436526676575,0.0728032495323947,4,0,2.914,1,"induced"
"GAB3",1.17168914291248,0.0532488931682245,4,0,3.681,1,"induced"
"GABARAPL1",-0.374325936329974,0.263321805213468,4,0,2.411,1,"unchanged"
"GABARAPL2",-0.277819625116976,0.0954882295225783,7,0,10.211,1,"repressed"
"GABBR2",-1.0583920799672,0.0699980513581208,4,0,3.987,1,"repressed"
"GABPB2",0.369418167554478,0.0796476585101402,3.5,0,2.887,2,"induced"
"GABRD",-3.26081864310595,0.00451497362343082,3,0.5,3.412,2,"repressed"
"GADD45A",0.0968632735455559,0.849934310665686,4,0.333,4.289,3,"unchanged"
"GADD45B",1.45143620159361,0.0418764153238688,5,0,5.674,2,"induced"
"GAK",0.0983807604478644,0.512065376178779,1.5,0.5,3.063,2,"unchanged"
"GAL3ST1",0.0456699437074204,0.934661490928602,2,0,3.938,2,"unchanged"
"GAL3ST4",1.54430313118634,0.0397656853690798,7,0,17.023,1,"induced"
"GALK1",-0.543861141310603,0.0207945221023943,7,0,3.067,1,"repressed"
"GALK2",-0.353623273450173,0.122921435277087,5,0,5.854,2,"unchanged"
"GALNT1",0.237907614914332,0.0643043973481276,3,0,2.76,1,"induced"
"GALNT11",-1.1226396732054,0.0203762133947019,1.857,0.857,6.307,7,"repressed"
"GALNT15",0.835558403092417,0.177922130801247,4.5,0,2.974,2,"unchanged"
"GALNT4",0.091751532216036,0.805841522097776,1.833,0.5,2.84,6,"unchanged"
"GALNT6",2.55721596528654,0.0085747560245012,6,0,5.214,1,"induced"
"GALNT7",0.820963850948929,0.0242559842201306,2.2,0.2,4.032,5,"induced"
"GANC",-0.971968696697025,0.0234777932192389,1.5,0.5,3.371,4,"repressed"
"GAREM1",-0.809315527416753,0.0202392714937552,3,0.5,3.118,4,"repressed"
"GAREM2",0.61999972216618,0.410981085292021,6,0,4.494,1,"unchanged"
"GARRE1",-0.00975858153079479,0.962934437446365,4,0,3.184,1,"unchanged"
"GAS1",0.909605798252683,0.13512279797226,6,0,5.917,2,"unchanged"
"GAS2",-2.5586396148298,0.00837987219487621,7,0,5.981,1,"repressed"
"GAS2L1",0.560847197680824,0.0547725837719316,5.5,0,6.587,2,"induced"
"GAS6",-0.199619086060419,0.317699949723033,4.333,0,4.627,3,"unchanged"
"GAS7",1.99778939336294,0.00900256111141386,5,0,3.718,2,"induced"
"GAS8",-0.339707872751715,0.116893844383256,7,0,13.625,1,"unchanged"
"GASK1B",0.683020974112758,0.109953112557643,7,0,5.183,1,"unchanged"
"GATA3",-0.0158012693355865,0.960281563501289,2,0.333,3.323,3,"unchanged"
"GATA5",-0.878781227047609,0.0858825420852299,4.333,0,3.683,3,"repressed"
"GATAD2B",0.236034077239847,0.190023835466525,6,0,5.981,1,"unchanged"
"GATM",-4.04552232445028,0.00893413836194193,4,0,4.882,2,"repressed"
"GBA3",-1.41586045773021,0.176418526527996,1,1,4.542,1,"unchanged"
"GBF1",-0.114245541505256,0.384167504817448,3,0,2.813,2,"unchanged"
"GBP5",2.45143866552358,0.0207945221023943,4.375,0,4.099,8,"induced"
"GCA",0.626744318815474,0.122652681915165,7,0,7.044,1,"unchanged"
"GCC2",-0.323959069427313,0.217899993056814,1,1,2.914,1,"unchanged"
"GCHFR",-0.683980458764317,0.0546521832149383,4,0.5,7.526,2,"repressed"
"GCLC",-0.485746283247626,0.115081664924258,7,0,13.518,1,"unchanged"
"GCLM",-0.186761585381013,0.76484116717106,3.333,0,4.754,3,"unchanged"
"GCM1",-1.58562808671666,0.0905505567721186,2.667,0.333,3.851,3,"repressed"
"GCN1",0.0313548999558719,0.803831585591077,5,0,6.245,1,"unchanged"
"GCNT2",-0.514093170573688,0.00640390192767277,3.765,0,3.941,17,"repressed"
"GCNT3",2.0900013916097,0.0295056224358979,2,0,3.987,1,"induced"
"GCSAM",2.6029436265921,0.0268314263592548,2,0,2.914,1,"induced"
"GDA",-0.284126972271781,0.67196343017143,5,0,3.221,1,"unchanged"
"GDAP2",-0.40867177554231,0.124523461115203,6,0,4.447,1,"unchanged"
"GDF1",0.600036998500126,0.224846707221447,2.75,0,2.769,4,"unchanged"
"GDF15",1.92064703931876,0.0154557492835037,5.333,0,8.882,3,"induced"
"GDPD2",-0.62891428802526,0.223126169019247,1,1,3.374,2,"unchanged"
"GEM",0.300082017869235,0.535128619961731,2,0,5.243,1,"unchanged"
"GEMIN2",-0.0181292468998442,0.895827757607149,7,0,19.126,1,"unchanged"
"GEMIN4",-0.0675301740993177,0.764250267866077,1,1,3.144,2,"unchanged"
"GEMIN6",0.43502309878737,0.0359076595242401,1,1,4.294,1,"induced"
"GEMIN7",0.110960117930286,0.676390153071234,5,0,2.538,1,"unchanged"
"GFI1",2.37718264921134,0.0251792297685187,1,1,4.601,1,"induced"
"GFPT1",-0.614876990452033,0.0585460023164089,3.571,0.143,3.132,7,"repressed"
"GFPT2",2.59458619082774,0.00295747396639751,6,0,5.744,1,"induced"
"GFRA2",-0.202451173569651,0.804491952004081,4,0,6.229,2,"unchanged"
"GGA1",-0.0123730110056686,0.961123792402637,5,0,3.607,1,"unchanged"
"GGA2",-0.0175450027805635,0.934352115941128,4.333,0,3.997,3,"unchanged"
"GGCX",-0.0994613877636912,0.453063562454989,3,0,2.572,1,"unchanged"
"GGT1",0.115643769894032,0.877918783968474,5,0,3.987,1,"unchanged"
"GGTA1",0.897168318404732,0.0359160641165165,3.286,0.143,4.346,7,"induced"
"GHDC",-0.277103988835187,0.186089047377514,2.667,0,3.058,6,"unchanged"
"GHRHR",-0.749932054523388,0.183065890040815,1,1,4.447,1,"unchanged"
"GIGYF2",-0.225856411709506,0.0762508798775656,4,0.333,10.999,3,"repressed"
"GIMAP2",1.8639491672352,0.0399382266228645,5,0,4.371,2,"induced"
"GIMAP5",1.39978718977034,0.0437744275298405,4,0,3.067,1,"induced"
"GIMAP6",1.20691510122774,0.0191983274409816,5,0,4.371,2,"induced"
"GIMAP8",1.49273793835125,0.0387295420093475,4,0,3.495,1,"induced"
"GINS1",0.0342522906603262,0.93130446401353,7,0,6.856,1,"unchanged"
"GINS3",0.409444789045013,0.359554967179453,4,0,3.529,2,"unchanged"
"GIPC2",-0.513597420342241,0.481982363395549,4.857,0,5.529,7,"unchanged"
"GIT1",0.0606562378394253,0.738973436023391,3,0.5,4.754,2,"unchanged"
"GIT2",0.319618607379429,0.149580760276303,7,0,6.913,1,"unchanged"
"GJA1",-0.0725959424340425,0.874928192640734,2.25,0.25,3.184,4,"unchanged"
"GJA4",0.286681517123686,0.554594573743699,4.5,0,4.859,4,"unchanged"
"GJA5",0.93854913470474,0.0295731823435628,3.25,0,3.078,4,"induced"
"GJB1",-1.21324230206861,0.115885112777576,6.5,0,9.662,2,"unchanged"
"GJC1",0.568558795862699,0.088313810282639,2.667,0.333,4.394,6,"induced"
"GKAP1",-0.572383557478918,0.0238261232402779,6,0,4.141,1,"repressed"
"GLDC",0.623907641042291,0.543572397432473,1.5,0.5,3.632,2,"unchanged"
"GLI1",1.64352858214979,0.0240579197277217,7,0,6.808,1,"induced"
"GLIPR1",2.45932804506138,0.00851814989145768,6,0,3.41,2,"induced"
"GLIPR2",2.25657028738102,0.00747719414796414,5,0,3.067,1,"induced"
"GLMP",-0.118126846960075,0.531733078309523,4,0,4.475,2,"unchanged"
"GLRX",-0.808521011944265,0.0194530216514743,1.5,0.5,3.071,2,"repressed"
"GLTP",-0.949562425099063,0.0369096450348112,4,0,3.067,1,"repressed"
"GLUD1",0.0448415082540707,0.929933575195661,2.5,0,3.126,4,"unchanged"
"GLYAT",-2.55969010231311,0.0294825832677184,2,0,6.039,9,"repressed"
"GLYCTK",-1.09727672339343,0.0449502992873779,3,0,2.823,1,"repressed"
"GMDS",-0.145449653355411,0.648808476856665,2,0,3.233,2,"unchanged"
"GMEB2",0.0625284080468242,0.678097042870395,7,0,9.95,1,"unchanged"
"GMFG",1.0534154318002,0.0787585899872677,5,0,8.049,2,"induced"
"GMPR2",0.316117203891555,0.0252423058778933,3,0,3.483,1,"induced"
"GNA12",-0.207749380506942,0.12622455697039,2.2,0.8,5.347,5,"unchanged"
"GNA14",1.4158131084156,0.0540149189672413,3.667,0,3.558,3,"induced"
"GNA15",1.7189709665402,0.0405848185388168,4,0,3.873,2,"induced"
"GNAI2",0.735937615765361,0.0513327034882011,4.5,0,2.957,2,"induced"
"GNAO1",0.399179441101396,0.223958006063616,3,0,2.805,2,"unchanged"
"GNB1",-0.104882166593601,0.463645574277687,3.333,0.167,3.397,12,"unchanged"
"GNB1L",-0.189570284978187,0.290116506680528,4.5,0,4.747,2,"unchanged"
"GNB4",-0.0371760395073677,0.952896055846399,2.4,0.4,4.658,5,"unchanged"
"GNE",0.485585933300032,0.0505410618614913,4.714,0,5.199,7,"induced"
"GNG11",0.516561586728488,0.212326780720808,3.5,0,3.796,6,"unchanged"
"GNG2",0.53533976614106,0.21593359438911,2.636,0.273,4.177,11,"unchanged"
"GNG5",0.0479703635812259,0.705392686978769,4,0,3.072,1,"unchanged"
"GNG7",-0.687107488627483,0.10244564166505,2.6,0.4,5.153,5,"unchanged"
"GNG8",0.535142973870764,0.492398353028207,4,0,4.677,2,"unchanged"
"GNGT2",0.611845784827617,0.15939252786089,6.25,0,5.786,4,"unchanged"
"GNPTAB",0.245719022988012,0.424947143232226,1.667,0.333,2.775,3,"unchanged"
