"motif_id","motif_name","log2_enrichment","neg_log10_padj","set","direction","region_type","markers_excluded","padj","tf_log_fc","tf_fdr","tf_matched"
"MA0139.1","CTCF",0.208208457407673,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,-0.173609257308518,0.232497739386449,"CTCF"
"MA0163.1","PLAG1",0.248543084263161,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,-0.659814240566227,0.0330035180216781,"PLAG1"
"MA0476.1","FOS",0.239654449749324,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,0.0732688759655913,0.949948116968932,"FOS"
"MA0665.1","MSC",0.358000636852462,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,2.83767986683434,0.0379757731696713,"MSC"
"MA0691.1","TFAP4",0.290753451548568,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,0.234059751067489,0.491775768024472,"TFAP4"
"MA0141.3","ESRRB",0.307870184400441,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,-1.23719169277586,0.0538021583252273,"ESRRB"
"MA0088.2","ZNF143",0.56529943461946,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,0.113175542531204,0.423980285045556,"ZNF143"
"MA0794.1","PROX1",0.647434707045791,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,-0.535703323737026,0.215777185403021,"PROX1"
"MA0804.1","TBX19",0.553716420340591,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,-0.100633503188082,0.78140790859454,"TBX19"
"MA0863.1","MTF1",0.474231468344697,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,-0.23168631262967,0.250223375849655,"MTF1"
"MA0908.1","HOXD11",0.292212135254983,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,0.530842005471124,0.28573497441396,"HOXD11"
"MA0014.3","PAX5",0.306748775418454,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,3.04953545833408,0.0676302692915357,"PAX5"
"MA1114.1","PBX3",0.219981617057558,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,0.368727398392041,0.317576972386,"PBX3"
"MA0037.3","GATA3",0.324772945093663,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,-0.016450652305716,0.957898617959031,"GATA3"
"MA0099.3","FOS::JUN",0.266697915820045,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,0.234618959475633,0.479714656230028,"JUN"
"MA1130.1","FOSL2::JUN",0.256194928818285,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,1.02846159986398,0.00413734877776558,"FOSL2"
"MA1132.1","JUN::JUNB",0.249867419172001,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,0.987021576512366,0.0505275527139367,"JUNB"
"MA1134.1","FOS::JUNB",0.280266817242475,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,0.987021576512366,0.0505275527139367,"JUNB"
"MA1135.1","FOSB::JUNB",0.282800119138481,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,0.987021576512366,0.0505275527139367,"JUNB"
"MA1138.1","FOSL2::JUNB",0.274304266142032,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,1.02846159986398,0.00413734877776558,"FOSL2"
"MA1141.1","FOS::JUND",0.352262023995335,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,0.176041424308677,0.44988657898698,"JUND"
"MA1142.1","FOSL1::JUND",0.284199284190353,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,2.10935552338616,0.016545053702966,"FOSL1"
"MA1144.1","FOSL2::JUND",0.274237420818191,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,1.02846159986398,0.00413734877776558,"FOSL2"
"MA1147.1","NR4A2::RXRA",0.299194761019671,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,-0.35170414551812,0.0446090522371796,"RXRA"
"MA1503.1","HOXB9",0.383337720825248,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,0.139019574035474,0.798438427624629,"HOXB9"
"MA1516.1","KLF3",0.187002314703793,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,0.259184857475672,0.16630168309976,"KLF3"
"MA1517.1","KLF6",0.121506109408591,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,0.858501826661747,0.0204023158607641,"KLF6"
"MA1541.1","NR6A1",0.254604501735639,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,-0.228536655670166,0.220257902756409,"NR6A1"
"MA1554.1","RFX7",0.293249120978825,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,0.00244834820523376,0.993120758035164,"RFX7"
"MA0462.2","BATF::JUN",0.241880834998255,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,1.56394663954186,0.0618399334525825,"BATF"
"MA0766.2","GATA5",0.387410378027515,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,-0.858321146014657,0.090824984476688,"GATA5"
"MA0594.2","HOXA9",0.620063943444922,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,-0.207499195594185,0.336693854373909,"HOXA9"
"MA0485.2","HOXC9",0.450188251198381,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,0.0106923027358348,0.973223681010187,"HOXC9"
"MA0913.2","HOXD9",0.229937466161773,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,-0.220051670664814,0.432420314672991,"HOXD9"
"MA0842.2","NRL",0.337983292358767,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,-0.663213236069124,0.0389492960832284,"NRL"
"MA1654.1","ZNF16",0.398956903223371,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,0.0361068081639608,0.858138167792166,"ZNF16"
"MA0836.2","CEBPD",0.315313711170098,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,1.44345369263554,0.00638640839435599,"CEBPD"
"MA0592.3","ESRRA",0.210341313142543,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,-0.616565060989549,0.0889287925938677,"ESRRA"
"MA0477.2","FOSL1",0.296274783011716,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,2.10935552338616,0.016545053702966,"FOSL1"
"MA0482.2","GATA4",0.311235848368415,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,-0.504200287194804,0.711362867217369,"GATA4"
"MA1107.2","KLF9",0.109118873705498,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,-0.197012528931298,0.780229556932,"KLF9"
"MA0025.2","NFIL3",0.290863973020529,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,0.216310606034646,0.452315044303837,"NFIL3"
"MA0080.5","SPI1",0.13514276598184,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,2.08688724918781,0.0277096386312101,"SPI1"
"MA1123.2","TWIST1",0.158958899315591,0.0218165152963686,"cortex_late","up","enhancer",FALSE,0.951006498713278,-0.827018017422278,0.0586081214958713,"TWIST1"
"MA0030.1","FOXF2",0.0607840875280754,0,"cortex_late","up","enhancer",FALSE,1,1.97874974844741,0.0164160764157412,"FOXF2"
"MA0031.1","FOXD1",-0.0379927314691804,0,"cortex_late","up","enhancer",FALSE,1,0.723275246426268,0.11360860257452,"FOXD1"
"MA0051.1","IRF2",-0.103949991991944,0,"cortex_late","up","enhancer",FALSE,1,0.0874187242730144,0.522403921571679,"IRF2"
"MA0059.1","MAX::MYC",0.0441622834398103,0,"cortex_late","up","enhancer",FALSE,1,1.59019081752968,0.00294986225410836,"MYC"
"MA0066.1","PPARG",0.159058064196444,0,"cortex_late","up","enhancer",FALSE,1,0.00149969125401683,0.997290578342321,"PPARG"
"MA0070.1","PBX1",-0.158748890163543,0,"cortex_late","up","enhancer",FALSE,1,0.0480557333630021,0.861020911821847,"PBX1"
"MA0071.1","RORA",-0.0351093655017367,0,"cortex_late","up","enhancer",FALSE,1,-0.386721146891125,0.400755729885775,"RORA"
"MA0073.1","RREB1",-0.00193757088360513,0,"cortex_late","up","enhancer",FALSE,1,-0.267612957653856,0.368219135542279,"RREB1"
"MA0074.1","RXRA::VDR",0.00277158062706295,0,"cortex_late","up","enhancer",FALSE,1,-0.35170414551812,0.0446090522371796,"RXRA"
"MA0077.1","SOX9",-0.0288874738280223,0,"cortex_late","up","enhancer",FALSE,1,2.58056679197372,0.00543504740369628,"SOX9"
"MA0091.1","TAL1::TCF3",0.164268469466309,0,"cortex_late","up","enhancer",FALSE,1,0.557824702012325,0.164946685394945,"TCF3"
"MA0101.1","REL",0.0774886902410072,0,"cortex_late","up","enhancer",FALSE,1,0.551292490640919,0.272342374321645,"REL"
"MA0107.1","RELA",0.18919814986878,0,"cortex_late","up","enhancer",FALSE,1,0.479175835146296,0.0389355204112652,"RELA"
"MA0115.1","NR1H2::RXRA",0.252150904611042,0,"cortex_late","up","enhancer",FALSE,1,-0.35170414551812,0.0446090522371796,"RXRA"
"MA0119.1","NFIC::TLX1",-0.282305803112616,0,"cortex_late","up","enhancer",FALSE,1,0.0479395657695862,0.821202623198197,"NFIC"
"MA0138.2","REST",0.0599337575634102,0,"cortex_late","up","enhancer",FALSE,1,0.0571722519401625,0.849285039157882,"REST"
"MA0152.1","NFATC2",-0.024780081775293,0,"cortex_late","up","enhancer",FALSE,1,0.460547363681982,0.29695714802985,"NFATC2"
"MA0159.1","RARA::RXRA",-0.157263416118782,0,"cortex_late","up","enhancer",FALSE,1,-0.35170414551812,0.0446090522371796,"RXRA"
"MA0160.1","NR4A2",0.105458336372406,0,"cortex_late","up","enhancer",FALSE,1,-0.099963853280352,0.860557992521686,"NR4A2"
"MA0259.1","ARNT::HIF1A",-0.0981908215909657,0,"cortex_late","up","enhancer",FALSE,1,1.14093533925004,0.00389864211258081,"HIF1A"
"MA0478.1","FOSL2",-0.0625740075408618,0,"cortex_late","up","enhancer",FALSE,1,1.02846159986398,0.00413734877776558,"FOSL2"
"MA0488.1","JUN",-0.01874712822163,0,"cortex_late","up","enhancer",FALSE,1,0.234618959475633,0.479714656230028,"JUN"
"MA0497.1","MEF2C",-0.0825395874318842,0,"cortex_late","up","enhancer",FALSE,1,0.319820453201881,0.430764311998789,"MEF2C"
"MA0501.1","MAF::NFE2",0.0364909312641997,0,"cortex_late","up","enhancer",FALSE,1,-0.749296741488903,0.138596254609732,"MAF"
