"Estimate","Std. Error","z value","Pr(>|z|)","term","odds_ratio"
-2.20781298489742,0.250399266181506,-8.81717034784378,1.17388578708116e-18,"(Intercept)",0.11
0.25996659857254,0.126886275508446,2.0488157409525,0.0404801359569343,"err_siteTRUE",1.297
1.07876059160917,0.0704193790933241,15.3190869544523,5.70127422864555e-53,"mitochondrialTRUE",2.941
0.4550747058343,0.351759946168759,1.2937081404259,0.195766252453219,"log(n_regions + 1)",1.576
0.290706657489658,0.227510862042961,1.27777045403117,0.201330375049685,"err_siteTRUE:mitochondrialTRUE",1.337
